"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.541636120E-1,5.322945751E1,1.040155149E1,4.194686651E1,0.000000000E0,0.000000000E0,4.486481667E0,6.824509621E0
7.024081980E-1,5.322945792E1,1.040155226E1,4.199764815E1,0.000000000E0,0.000000000E0,4.486481667E0,6.824509621E0
1.703702256E0,5.322942603E1,1.040153155E1,4.033671730E1,0.000000000E0,0.000000000E0,3.834586143E0,5.781309605E0
2.702865741E0,5.322942519E1,1.040153291E1,4.030607595E1,0.000000000E0,0.000000000E0,3.790092468E0,5.289628983E0
3.702956205E0,5.322942385E1,1.040153466E1,4.100071448E1,0.000000000E0,0.000000000E0,3.790092468E0,5.162324429E0
4.704401566E0,5.322942341E1,1.040153612E1,4.230649948E1,0.000000000E0,0.000000000E0,3.790092468E0,5.110400200E0
5.702146873E0,5.322942919E1,1.040153855E1,4.279375119E1,0.000000000E0,0.000000000E0,3.790092468E0,4.986477852E0
6.705112911E0,5.322943102E1,1.040153952E1,4.253978639E1,0.000000000E0,0.000000000E0,3.790092468E0,4.741504192E0
7.702432073E0,5.322942993E1,1.040153696E1,4.295397010E1,0.000000000E0,0.000000000E0,3.790092468E0,4.499707699E0
8.704392172E0,5.322942997E1,1.040153937E1,4.310460418E1,0.000000000E0,0.000000000E0,3.790092468E0,4.446232319E0
9.703135501E0,5.322942955E1,1.040154153E1,4.333855062E1,0.000000000E0,0.000000000E0,3.790092468E0,4.666285515E0
1.070665711E1,5.322943067E1,1.040154446E1,4.325566567E1,0.000000000E0,0.000000000E0,3.790092468E0,4.770240784E0
1.170351883E1,5.322943134E1,1.040154708E1,4.346800718E1,0.000000000E0,0.000000000E0,3.790092468E0,4.939287186E0
1.270427361E1,5.322943155E1,1.040154837E1,4.369652273E1,0.000000000E0,0.000000000E0,3.790092468E0,5.177803040E0
1.370431934E1,5.322943178E1,1.040154971E1,4.377769942E1,0.000000000E0,0.000000000E0,3.936665535E0,5.429404259E0
1.470303162E1,5.322943175E1,1.040155033E1,4.372893209E1,0.000000000E0,0.000000000E0,4.497985840E0,5.600612164E0
1.570417417E1,5.322943156E1,1.040155083E1,4.383159278E1,0.000000000E0,0.000000000E0,5.194594860E0,5.576797962E0
1.670527109E1,5.322943153E1,1.040155079E1,4.383147067E1,0.000000000E0,0.000000000E0,5.932585716E0,5.557794571E0
1.770623692E1,5.322943160E1,1.040155160E1,4.395640949E1,0.000000000E0,0.000000000E0,6.192946434E0,5.341742992E0
1.870288728E1,5.322943158E1,1.040155160E1,4.395976639E1,0.000000000E0,0.000000000E0,6.574582577E0,5.193261623E0
1.970201603E1,5.322943158E1,1.040155163E1,4.396269607E1,0.000000000E0,0.000000000E0,6.883032799E0,5.238174915E0
2.070265102E1,5.322943130E1,1.040155183E1,4.405675076E1,0.000000000E0,0.000000000E0,6.860956669E0,5.217554092E0
2.170224071E1,5.322943130E1,1.040155200E1,4.406303733E1,0.000000000E0,0.000000000E0,5.402580738E0,5.313109398E0
2.270238206E1,5.322943125E1,1.040155206E1,4.406767590E1,0.000000000E0,0.000000000E0,4.994948387E0,5.304088116E0
2.370185096E1,5.322943137E1,1.040155214E1,4.401024198E1,0.000000000E0,0.000000000E0,4.762719154E0,5.316715717E0
2.470230168E1,5.322943138E1,1.040155228E1,4.402885768E1,0.000000000E0,0.000000000E0,4.658853054E0,5.380931377E0
2.570343980E1,5.322943158E1,1.040155270E1,4.402745404E1,0.000000000E0,0.000000000E0,4.668202400E0,5.417359829E0
2.670318865E1,5.322943159E1,1.040155274E1,4.401414838E1,0.000000000E0,0.000000000E0,4.428056240E0,5.374665260E0
2.770295438E1,5.322943136E1,1.040155324E1,4.411564934E1,0.000000000E0,0.000000000E0,4.215638161E0,5.256663322E0
2.870582104E1,5.322943106E1,1.040155316E1,4.418455760E1,0.000000000E0,0.000000000E0,3.858285666E0,4.847851753E0
2.970406463E1,5.322943099E1,1.040155323E1,4.419389585E1,0.000000000E0,0.000000000E0,3.790092468E0,4.656574249E0
3.070261020E1,5.322943074E1,1.040155396E1,4.434758176E1,0.000000000E0,0.000000000E0,3.790092468E0,4.604009151E0
3.170339650E1,5.322943078E1,1.040155400E1,4.433421511E1,0.000000000E0,0.000000000E0,3.790092468E0,4.513665199E0
3.270455764E1,5.322943060E1,1.040155453E1,4.444548176E1,0.000000000E0,0.000000000E0,3.790092468E0,4.437455654E0
3.370396055E1,5.322943025E1,1.040155529E1,4.464579837E1,0.000000000E0,0.000000000E0,3.790092468E0,4.713704109E0
3.470333377E1,5.322943021E1,1.040155526E1,4.465379393E1,0.000000000E0,0.000000000E0,3.790092468E0,4.870263100E0
3.570304028E1,5.322943009E1,1.040155575E1,4.475077846E1,0.000000000E0,0.000000000E0,3.790092468E0,4.961112976E0
3.670564283E1,5.322942934E1,1.040155451E1,4.489976451E1,0.000000000E0,0.000000000E0,3.790092468E0,4.866829395E0
3.770434407E1,5.322942936E1,1.040155408E1,4.485325589E1,0.000000000E0,0.000000000E0,3.790092468E0,4.942922115E0
3.870652792E1,5.322942931E1,1.040155634E1,4.514347728E1,0.000000000E0,0.000000000E0,3.790092468E0,4.528845310E0
3.970287880E1,5.322942920E1,1.040155585E1,4.508018381E1,0.000000000E0,0.000000000E0,3.790092468E0,4.326966763E0
