"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.302333295E0,5.322951700E1,1.040133730E1,3.854364261E1,0.000000000E0,0.000000000E0,3.315100098E1,4.662156582E0
3.085659844E0,5.322941724E1,1.040155244E1,6.844565619E1,0.000000000E0,0.000000000E0,3.000000000E0,6.212394714E1
4.095321113E0,5.322941653E1,1.040155426E1,4.147581940E1,0.000000000E0,0.000000000E0,6.000000000E0,3.982731247E1
5.087070266E0,5.322941653E1,1.040155426E1,3.971657878E1,0.000000000E0,0.000000000E0,6.000000000E0,2.748889160E1
6.086278419E0,5.322941653E1,1.040155426E1,3.545318607E1,0.000000000E0,0.000000000E0,6.000000000E0,2.250135612E1
7.078735418E0,5.322941653E1,1.040155426E1,3.476067524E1,0.000000000E0,0.000000000E0,6.000000000E0,1.841534424E1
8.076980033E0,5.322941653E1,1.040155426E1,3.346795338E1,0.000000000E0,0.000000000E0,6.000000000E0,1.592261600E1
9.091683840E0,5.322941653E1,1.040155426E1,3.335695980E1,0.000000000E0,0.000000000E0,6.000000000E0,1.425278759E1
1.008284265E1,5.322941653E1,1.040155426E1,3.315585962E1,0.000000000E0,0.000000000E0,6.000000000E0,1.297825146E1
1.107745622E1,5.322941653E1,1.040155426E1,3.229815947E1,0.000000000E0,0.000000000E0,6.000000000E0,1.203515911E1
1.209337172E1,5.322941653E1,1.040155426E1,3.170888384E1,0.000000000E0,0.000000000E0,6.000000000E0,1.126392746E1
1.307990934E1,5.322941653E1,1.040155426E1,3.101080662E1,0.000000000E0,0.000000000E0,6.000000000E0,1.064866638E1
1.408864138E1,5.322941653E1,1.040155426E1,3.034250601E1,0.000000000E0,0.000000000E0,6.000000000E0,1.013995361E1
1.508334561E1,5.322941653E1,1.040155426E1,2.957075279E1,0.000000000E0,0.000000000E0,6.000000000E0,9.683013916E0
1.608461249E1,5.322941653E1,1.040155426E1,2.902194791E1,0.000000000E0,0.000000000E0,6.000000000E0,9.255274773E0
1.707369133E1,5.322941653E1,1.040155426E1,2.860238937E1,0.000000000E0,0.000000000E0,6.000000000E0,8.919280052E0
1.807652791E1,5.322941653E1,1.040155426E1,2.821290650E1,0.000000000E0,0.000000000E0,6.000000000E0,8.573577881E0
1.907776233E1,5.322941653E1,1.040155426E1,2.774974334E1,0.000000000E0,0.000000000E0,6.000000000E0,8.278718948E0
2.008180987E1,5.322941653E1,1.040155426E1,2.754631797E1,0.000000000E0,0.000000000E0,6.000000000E0,8.004975319E0
2.107891929E1,5.322941653E1,1.040155426E1,2.735333288E1,0.000000000E0,0.000000000E0,6.000000000E0,7.766688347E0
2.210471118E1,5.322941653E1,1.040155426E1,2.724299949E1,0.000000000E0,0.000000000E0,6.000000000E0,7.544074059E0
2.308342244E1,5.322941653E1,1.040155426E1,2.686133930E1,0.000000000E0,0.000000000E0,6.000000000E0,7.354891777E0
2.408283787E1,5.322941653E1,1.040155426E1,2.648936456E1,0.000000000E0,0.000000000E0,6.000000000E0,7.174280167E0
2.508605602E1,5.322941653E1,1.040155426E1,2.611700623E1,0.000000000E0,0.000000000E0,6.000000000E0,6.995469570E0
2.608368583E1,5.322941653E1,1.040155426E1,2.559630564E1,0.000000000E0,0.000000000E0,6.000000000E0,6.822939873E0
2.708833702E1,5.322941653E1,1.040155426E1,2.504790722E1,0.000000000E0,0.000000000E0,6.000000000E0,6.663701534E0
2.807634833E1,5.322941653E1,1.040155426E1,2.457308798E1,0.000000000E0,0.000000000E0,6.000000000E0,6.509477139E0
