"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220714.003,"2023-06-08 12:38:34.003 UTC+02:00"
"PAUSE",8.033038294E1,1686220794.334,"2023-06-08 12:39:54.334 UTC+02:00"
