"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222234.148,"2023-06-08 13:03:54.148 UTC+02:00"
"PAUSE",3.537364342E1,1686222269.522,"2023-06-08 13:04:29.522 UTC+02:00"
