"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653046.499,"2023-06-13 12:44:06.499 UTC+02:00"
"PAUSE",3.186777452E1,1686653078.367,"2023-06-13 12:44:38.367 UTC+02:00"
