"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686219984843131E9,"2023-06-08 12:26:24.843 UTC+02:00"
"PAUSE",5.419725724999444E1,1.686220039040756E9,"2023-06-08 12:27:19.041 UTC+02:00"
"START",5.419725724999444E1,1.686220040769227E9,"2023-06-08 12:27:20.769 UTC+02:00"
"PAUSE",5.586837879163795E1,1.686220042440353E9,"2023-06-08 12:27:22.440 UTC+02:00"
