"event","experiment time","system time","system time text"
"START",0.000000000E0,1685959930.778,"2023-06-05 12:12:10.778 UTC+02:00"
"PAUSE",1.664598109E1,1685959947.424,"2023-06-05 12:12:27.424 UTC+02:00"
