"event","experiment time","system time","system time text"
"START",0.000000000E0,1687124255.987,"2023-06-18 23:37:35.987 UTC+02:00"
"PAUSE",3.531811871E1,1687124291.305,"2023-06-18 23:38:11.305 UTC+02:00"
