"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.733597000E-3,-2.351829410E-1,3.275762498E-2,1.692095399E-1
6.583076000E-3,-3.060432673E-1,2.420551702E-2,1.777616441E-1
1.143307600E-2,-4.243983030E-1,3.420842811E-2,1.592066288E-1
1.628297200E-2,-4.696022868E-1,5.681042373E-2,1.390480995E-1
2.113286800E-2,-5.074759126E-1,8.796452731E-2,1.158352345E-1
2.598281500E-2,-5.349648595E-1,1.282816082E-1,9.323323518E-2
3.083271100E-2,-5.551233888E-1,1.783725172E-1,7.002037764E-2
3.568260700E-2,-5.648971796E-1,2.327394783E-1,4.802924395E-2
4.053250300E-2,-5.673406720E-1,2.895499170E-1,2.909243479E-2
4.538245100E-2,-5.593994260E-1,3.439168632E-1,1.320995111E-2
5.023234700E-2,-5.441278219E-1,3.952295184E-1,9.926552884E-4
5.508224300E-2,-5.227475166E-1,4.489856064E-1,-8.170315996E-3
5.993213800E-2,-4.946477413E-1,5.057960153E-1,-1.244636998E-2
6.478208600E-2,-4.702131748E-1,5.387827158E-1,-1.366809942E-2
6.963198200E-2,-4.592176080E-1,5.448913574E-1,-1.122464053E-2
7.448187800E-2,-4.671588540E-1,5.363392830E-1,-4.505127668E-3
7.933177400E-2,-4.989238083E-1,5.167915821E-1,5.268708803E-3
8.418172200E-2,-5.508472919E-1,4.923570156E-1,1.870773360E-2
8.903161800E-2,-6.149880886E-1,4.721984863E-1,3.825540841E-2
9.388151300E-2,-6.834049821E-1,4.550942481E-1,6.391172856E-2
9.873140900E-2,-7.481566668E-1,4.471530318E-1,9.017891437E-2
1.035813570E-1,-7.988584042E-1,4.477638900E-1,1.115591824E-1
1.084312530E-1,-8.287907839E-1,4.593703151E-1,1.304959953E-1
1.132811490E-1,-8.348994255E-1,4.776962698E-1,1.396589577E-1
1.181310450E-1,-8.196278214E-1,5.033525825E-1,1.378263682E-1
1.229809930E-1,-7.848085165E-1,5.314523578E-1,1.311068535E-1
1.278308880E-1,-7.359393239E-1,5.638281703E-1,1.195004210E-1
1.326807840E-1,-6.779071689E-1,5.980366468E-1,1.048396677E-1
1.375307320E-1,-6.186532974E-1,6.328558922E-1,8.712458611E-2
1.423806280E-1,-5.600103140E-1,6.633991599E-1,7.002037764E-2
1.472305240E-1,-5.093085170E-1,6.878337264E-1,5.169443041E-2
1.520804200E-1,-4.677697122E-1,7.037162185E-1,3.459021822E-2
1.569303150E-1,-4.353938699E-1,7.086031437E-1,2.176205814E-2
1.617802630E-1,-4.109592736E-1,7.024945021E-1,1.443168055E-2
1.666301590E-1,-3.932442069E-1,6.878337264E-1,1.198822167E-2
1.714800550E-1,-3.804160357E-1,6.664534807E-1,1.992946304E-2
1.763299510E-1,-3.736965358E-1,6.426297426E-1,3.214675933E-2
1.811798990E-1,-3.700313270E-1,6.169734001E-1,5.047270283E-2
1.860297950E-1,-3.669770062E-1,5.864301920E-1,7.429642975E-2
1.908796900E-1,-3.608683646E-1,5.571087003E-1,1.023962051E-1
1.957295860E-1,-3.547597229E-1,5.253437161E-1,1.311068535E-1
2.005795340E-1,-3.468184769E-1,4.899135530E-1,1.561523080E-1
2.054294300E-1,-3.358229101E-1,4.489856064E-1,1.769217104E-1
2.102793260E-1,-3.199404180E-1,4.031707644E-1,1.897498667E-1
2.151292220E-1,-2.997818887E-1,3.549124300E-1,1.970802546E-1
2.199791700E-1,-2.722929716E-1,3.176496923E-1,1.964693815E-1
2.248290650E-1,-2.380845547E-1,2.907716334E-1,1.909715980E-1
2.296789610E-1,-1.971566081E-1,2.730565667E-1,1.781434417E-1
2.345288570E-1,-1.531743407E-1,2.583957911E-1,1.634826809E-1
2.393788050E-1,-1.067486182E-1,2.449567765E-1,1.445458829E-1
2.441366700E-1,-6.093376130E-2,2.309068888E-1,1.262199283E-1
2.488915130E-1,-1.817322709E-2,2.186895907E-1,1.054505333E-1
2.536463570E-1,1.786779426E-2,2.052505612E-1,8.895718306E-2
2.584012530E-1,4.718930274E-2,1.905898154E-1,7.612902671E-2
2.631560970E-1,6.856957078E-2,1.747073233E-1,6.696604937E-2
2.679109400E-1,8.200860023E-2,1.576031148E-1,6.452259421E-2
2.726658360E-1,8.567378670E-2,1.362228394E-1,6.574432552E-2
2.774206800E-1,8.323032409E-2,1.117882580E-1,6.757691503E-2
2.821755240E-1,7.406735420E-2,8.552107215E-2,6.940951198E-2
