"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.214183900E-1,5.324163780E1,1.041263760E1,1.595856171E1,0.000000000E0,0.000000000E0,1.518099976E1,1.000000000E0
2.249718749E0,5.324163002E1,1.041265444E1,1.314307673E1,4.799999893E-1,1.548000031E2,6.946521759E0,1.089469147E1
3.249337551E0,5.324166949E1,1.041255074E1,5.852336964E0,0.000000000E0,0.000000000E0,4.678567886E0,5.969402790E0
4.037674999E0,5.324166884E1,1.041263348E1,8.280288394E0,0.000000000E0,0.000000000E0,5.583286762E0,6.479336739E0
5.037857707E0,5.324166049E1,1.041274693E1,1.910415348E1,4.900000095E-1,9.159999847E1,4.133915424E0,4.582830906E0
6.037061821E0,5.324163200E1,1.041275079E1,1.750565922E1,1.600000024E0,8.440000153E1,3.881095409E0,4.484171391E0
7.037682185E0,5.324161431E1,1.041275224E1,1.683619826E1,1.730000019E0,1.241999969E2,3.790092468E0,3.884976625E0
8.037057654E0,5.324160377E1,1.041273140E1,1.719879866E1,1.370000005E0,1.711999969E2,3.790092468E0,3.442602634E0
9.037245101E0,5.324158213E1,1.041272484E1,1.676401439E1,2.839999914E0,1.643999939E2,3.790092468E0,3.291486263E0
1.003777187E1,5.324157041E1,1.041272507E1,1.933504141E1,1.289999962E0,1.603000031E2,3.790092468E0,3.169431925E0
1.103731406E1,5.324155053E1,1.041272950E1,1.850371095E1,2.880000114E0,1.608999939E2,3.790092468E0,3.159076691E0
1.203740114E1,5.324152150E1,1.041272883E1,1.943585694E1,3.279999971E0,1.721000061E2,3.790092468E0,2.932214975E0
1.303743255E1,5.324149270E1,1.041272865E1,1.808895039E1,3.130000114E0,1.693999939E2,3.790092468E0,2.944363356E0
1.403806145E1,5.324146097E1,1.041273208E1,1.702701139E1,3.380000114E0,1.668000031E2,3.790092468E0,2.992056847E0
1.503768885E1,5.324142980E1,1.041273352E1,1.652720766E1,3.119999886E0,1.708999939E2,3.790092468E0,3.125989676E0
1.603720442E1,5.324140119E1,1.041273298E1,1.568457398E1,2.980000019E0,1.683000031E2,3.790092468E0,3.096817732E0
1.703777020E1,5.324137159E1,1.041273897E1,1.613460030E1,3.369999886E0,1.623000031E2,3.790092468E0,3.001891613E0
1.803732728E1,5.324134015E1,1.041275159E1,1.597250016E1,3.390000105E0,1.571000061E2,3.790092468E0,2.997937918E0
1.903794749E1,5.324130964E1,1.041276100E1,1.505704550E1,3.329999924E0,1.590000000E2,3.790092468E0,3.217087746E0
2.003743359E1,5.324127796E1,1.041276748E1,1.414818179E1,3.470000029E0,1.645000000E2,3.790092468E0,3.230892181E0
2.103804874E1,5.324124584E1,1.041277823E1,1.448956020E1,3.440000057E0,1.598000031E2,3.790092468E0,3.338620901E0
2.203755202E1,5.324121660E1,1.041279599E1,1.456855065E1,3.410000086E0,1.565000000E2,3.790092468E0,3.334368706E0
2.303707838E1,5.324119063E1,1.041280253E1,1.478298662E1,2.619999886E0,1.728000031E2,3.790092468E0,3.202525377E0
2.403760994E1,5.324116597E1,1.041279618E1,1.335417914E1,2.450000048E0,1.765000000E2,3.790092468E0,3.287368536E0
2.503706999E1,5.324113927E1,1.041281684E1,1.304212029E1,3.289999962E0,1.451999969E2,3.790092468E0,3.338827848E0
