"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.875032700E-2,-5.146535635E-1,1.359174121E-2,-2.732092738E-1
2.360079600E-2,-6.058251262E-1,2.527453005E-2,-2.992473841E-1
2.845131700E-2,-6.895136237E-1,1.611155830E-2,-3.407861888E-1
3.330178500E-2,-7.762564421E-1,5.115992390E-3,-3.517817557E-1
3.815230600E-2,-8.471167088E-1,5.337430909E-2,-3.701077104E-1
4.300277500E-2,-9.014837146E-1,1.272889525E-1,-3.963748813E-1
4.785329600E-2,-9.436333776E-1,1.847102344E-1,-4.183660150E-1
5.270376500E-2,-9.686788321E-1,2.293033600E-1,-4.354702234E-1
5.755428500E-2,-9.790635109E-1,2.824485898E-1,-4.513527155E-1
6.240475400E-2,-9.705114365E-1,3.264308572E-1,-4.635699987E-1
6.725522300E-2,-9.479094148E-1,3.551415205E-1,-4.745655656E-1
7.210574400E-2,-9.088140726E-1,3.704131246E-1,-4.867828786E-1
7.695621200E-2,-8.562797308E-1,3.661370873E-1,-5.038870573E-1
8.180673300E-2,-7.890845537E-1,3.557523787E-1,-5.264890790E-1
8.665720200E-2,-7.145590782E-1,3.508654535E-1,-5.503128171E-1
9.150772300E-2,-6.424770355E-1,3.502545953E-1,-5.741365552E-1
9.635819200E-2,-5.789470673E-1,3.551415205E-1,-6.028471589E-1
1.012087120E-1,-5.349648595E-1,3.569740951E-1,-6.382773519E-1
1.060591810E-1,-5.196931958E-1,3.264308572E-1,-6.730966568E-1
1.109097020E-1,-5.227475166E-1,2.329685539E-1,-6.932551861E-1
1.157601710E-1,-5.392408967E-1,9.918916970E-2,-6.920334101E-1
1.206106920E-1,-5.716167092E-1,-3.397935256E-2,-6.761509776E-1
1.254611600E-1,-6.101012230E-1,-1.561523080E-1,-6.596575975E-1
1.303116810E-1,-6.455313563E-1,-2.575558722E-1,-6.474403143E-1
1.351621500E-1,-6.736311316E-1,-3.406334817E-1,-6.370556355E-1
1.400126710E-1,-6.889027357E-1,-4.084394574E-1,-6.181188226E-1
1.448631400E-1,-6.858484149E-1,-4.603629708E-1,-6.022363305E-1
1.497136080E-1,-6.675224900E-1,-5.031235218E-1,-5.949059129E-1
1.545641290E-1,-6.363683939E-1,-5.361102223E-1,-5.875755548E-1
1.594145980E-1,-6.027708054E-1,-5.758163929E-1,-5.820778012E-1
1.642651190E-1,-5.710058808E-1,-6.252964735E-1,-5.747473836E-1
1.691155870E-1,-5.380191803E-1,-6.705004573E-1,-5.680279136E-1
1.739661080E-1,-5.050324798E-1,-7.065414786E-1,-5.686387420E-1
1.788165770E-1,-4.726566374E-1,-7.340303659E-1,-5.845212340E-1
1.836670980E-1,-4.390590489E-1,-7.456368208E-1,-6.150645018E-1
1.885175670E-1,-4.054614902E-1,-7.328086495E-1,-6.566032767E-1
1.933680350E-1,-3.834703565E-1,-7.114284039E-1,-6.944769025E-1
1.982185560E-1,-3.779725730E-1,-6.918807030E-1,-7.097485065E-1
2.030690250E-1,-3.883572817E-1,-6.827177405E-1,-7.042507529E-1
2.079195460E-1,-4.158461988E-1,-6.961567998E-1,-6.859247684E-1
2.127700150E-1,-4.549415410E-1,-7.297543287E-1,-6.663771272E-1
2.176205350E-1,-5.007563829E-1,-7.743474841E-1,-6.504946351E-1
2.224710040E-1,-5.502364635E-1,-8.262709975E-1,-6.382773519E-1
2.273215250E-1,-5.991056561E-1,-8.867465854E-1,-6.254491806E-1
2.321719940E-1,-6.394227147E-1,-9.576069117E-1,-5.991820097E-1
2.370225150E-1,-6.663007736E-1,-1.012584686E0,-5.759691000E-1
2.418729830E-1,-6.705768108E-1,-1.052290916E0,-5.533671379E-1
2.467235040E-1,-6.595812440E-1,-1.077947259E0,-5.307651162E-1
2.514799100E-1,-6.357575059E-1,-1.091997147E0,-5.063305497E-1
2.562353270E-1,-6.027708054E-1,-1.101770997E0,-4.733438492E-1
2.609906920E-1,-5.655080676E-1,-1.098716617E0,-4.311941862E-1
2.657460560E-1,-5.270236135E-1,-1.078558087E0,-3.866010606E-1
2.705014730E-1,-4.964803457E-1,-1.048014879E0,-3.365101218E-1
2.752568370E-1,-4.732674956E-1,-1.024801970E0,-2.754236460E-1
2.800122540E-1,-4.524980783E-1,-1.005254388E0,-2.131154537E-1
2.847676190E-1,-4.323395491E-1,-9.899827242E-1,-1.575267613E-1
2.895230350E-1,-4.189005196E-1,-9.863175154E-1,-1.068249792E-1
2.942784000E-1,-4.152353406E-1,-9.918153286E-1,-6.650790572E-2
2.990338170E-1,-4.164570570E-1,-9.930370450E-1,-4.879282415E-2
3.037891810E-1,-4.170679152E-1,-9.985348582E-1,-4.512763396E-2
3.085445980E-1,-4.140135944E-1,-1.022358537E0,-4.879282415E-2
3.132999620E-1,-3.975202441E-1,-1.042517066E0,-6.039925665E-2
3.180553790E-1,-3.620901108E-1,-1.058399558E0,-7.567087561E-2
3.228107440E-1,-3.162752390E-1,-1.068173409E0,-9.338594973E-2
3.275661080E-1,-2.643517256E-1,-1.077947259E0,-1.086575761E-1
3.323215250E-1,-2.173151523E-1,-1.113377452E0,-1.190422773E-1
3.370769420E-1,-1.727220118E-1,-1.137812018E0,-1.129336283E-1
3.418323060E-1,-1.317940801E-1,-1.156137943E0,-9.094249457E-2
3.465877230E-1,-9.514218569E-2,-1.143920660E0,-8.116865903E-2
3.513430870E-1,-6.582067907E-2,-1.118875146E0,-8.300124854E-2
3.560984520E-1,-4.688387364E-2,-1.090775371E0,-9.705114365E-2
3.608538690E-1,-3.833176568E-2,-1.057788730E0,-1.251509190E-1
