"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685540558458282E9,"2023-05-31 15:42:38.458 UTC+02:00"
"PAUSE",3.411307354166638E1,1.685540592571112E9,"2023-05-31 15:43:12.571 UTC+02:00"
