"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.371486500E-2,1.841250038E1,1.490625095E1,-2.994375038E1
5.371486500E-2,1.801875114E1,1.440000057E1,-2.956875038E1
6.371486500E-2,1.753125000E1,1.421250057E1,-2.943750191E1
7.371486500E-2,1.751250076E1,1.445625019E1,-2.943750191E1
8.371486500E-2,1.753125000E1,1.413750076E1,-2.934375191E1
9.371486500E-2,1.766250038E1,1.436250019E1,-2.928750038E1
1.037148650E-1,1.758750153E1,1.426875019E1,-2.936250114E1
1.137148650E-1,1.755000114E1,1.423125076E1,-2.928750038E1
1.237148650E-1,1.741875076E1,1.410000038E1,-2.915625191E1
1.337148650E-1,1.758750153E1,1.417500019E1,-2.934375191E1
1.437148650E-1,1.770000076E1,1.406250095E1,-2.938125038E1
1.537148650E-1,1.768125153E1,1.380000019E1,-2.938125038E1
1.637148650E-1,1.779375076E1,1.381875038E1,-2.958750153E1
1.737148650E-1,1.741875076E1,1.368750095E1,-2.973750114E1
1.837148650E-1,1.745625114E1,1.359375095E1,-2.977500153E1
1.937148650E-1,1.738125038E1,1.378125095E1,-2.992500114E1
2.037148650E-1,1.696875000E1,1.391250038E1,-3.001875114E1
2.137148650E-1,1.655625153E1,1.410000038E1,-2.990625191E1
2.237148650E-1,1.625625038E1,1.451250076E1,-3.001875114E1
2.337148650E-1,1.591875076E1,1.483125019E1,-3.003750038E1
2.437148650E-1,1.543125057E1,1.509375095E1,-3.007500076E1
2.537148650E-1,1.550625038E1,1.522500038E1,-3.000000191E1
2.637148650E-1,1.509375095E1,1.539375019E1,-3.015000153E1
2.737148650E-1,1.477500057E1,1.530000019E1,-3.011250114E1
2.837148650E-1,1.477500057E1,1.530000019E1,-3.030000114E1
2.937148650E-1,1.464375019E1,1.505625057E1,-3.033750153E1
3.037148650E-1,1.470000076E1,1.486875057E1,-3.015000153E1
3.137148650E-1,1.462500095E1,1.488750076E1,-3.026250076E1
3.237148650E-1,1.475625038E1,1.483125019E1,-3.013125038E1
3.337148650E-1,1.475625038E1,1.479375076E1,-3.026250076E1
3.437148650E-1,1.483125019E1,1.490625095E1,-3.031875038E1
3.537148650E-1,1.483125019E1,1.496250057E1,-3.050625038E1
3.637148650E-1,1.492500019E1,1.483125019E1,-3.031875038E1
3.737148650E-1,1.477500057E1,1.501875019E1,-3.045000076E1
3.837148650E-1,1.466250038E1,1.500000095E1,-3.065625191E1
3.937148650E-1,1.455000019E1,1.485000038E1,-3.041250038E1
4.037148650E-1,1.436250019E1,1.481250095E1,-3.061875153E1
4.137148650E-1,1.413750076E1,1.460625076E1,-3.069375038E1
4.237148650E-1,1.381875038E1,1.455000019E1,-3.052500153E1
4.337148650E-1,1.363125038E1,1.455000019E1,-3.043125153E1
4.437148650E-1,1.325625038E1,1.481250095E1,-3.061875153E1
4.537148650E-1,1.321875095E1,1.486875057E1,-3.058125114E1
4.637148650E-1,1.295625019E1,1.479375076E1,-3.069375038E1
4.737148650E-1,1.288125038E1,1.468125057E1,-3.105000114E1
4.837148650E-1,1.245000076E1,1.473750019E1,-3.093750191E1
4.937148650E-1,1.231875038E1,1.500000095E1,-3.082500076E1
5.037148650E-1,1.222500038E1,1.501875019E1,-3.105000114E1
5.137148650E-1,1.215000057E1,1.511250019E1,-3.118125153E1
5.237148650E-1,1.201875019E1,1.486875057E1,-3.129375076E1
5.337148650E-1,1.183125019E1,1.477500057E1,-3.140625191E1
5.437148650E-1,1.177500057E1,1.485000038E1,-3.131250191E1
5.537148650E-1,1.158750057E1,1.503750038E1,-3.153750038E1
5.637148650E-1,1.181250000E1,1.490625095E1,-3.166875076E1
5.737148650E-1,1.162500000E1,1.481250095E1,-3.163125038E1
5.837148650E-1,1.183125019E1,1.464375019E1,-3.165000153E1
5.937148650E-1,1.181250000E1,1.432500076E1,-3.146250153E1
6.037148650E-1,1.186875057E1,1.451250076E1,-3.138750076E1
6.137148650E-1,1.196250057E1,1.455000019E1,-3.129375076E1
6.237148650E-1,1.198125076E1,1.453125095E1,-3.133125114E1
6.337148650E-1,1.213125038E1,1.456875038E1,-3.103125191E1
6.437148650E-1,1.200000000E1,1.475625038E1,-3.116250038E1
6.537148650E-1,1.196250057E1,1.471875095E1,-3.125625038E1
6.637148650E-1,1.171875000E1,1.503750038E1,-3.133125114E1
6.737148650E-1,1.179375076E1,1.541250038E1,-3.142500114E1
6.837148650E-1,1.183125019E1,1.539375019E1,-3.163125038E1
6.937148650E-1,1.170000076E1,1.539375019E1,-3.196875191E1
7.037148650E-1,1.149375057E1,1.535625076E1,-3.193125153E1
7.137148650E-1,1.134375000E1,1.531875038E1,-3.217500305E1
7.237148650E-1,1.141875076E1,1.515000057E1,-3.228750229E1
7.337148650E-1,1.153125000E1,1.507500076E1,-3.258750153E1
7.437148650E-1,1.179375076E1,1.492500019E1,-3.228750229E1
7.537148650E-1,1.155000019E1,1.466250038E1,-3.245625305E1
7.637148650E-1,1.132500076E1,1.432500076E1,-3.238125229E1
7.737148650E-1,1.149375057E1,1.428750038E1,-3.234375000E1
7.837148650E-1,1.158750057E1,1.423125076E1,-3.249375153E1
7.937148650E-1,1.166250038E1,1.417500019E1,-3.255000305E1
8.037148650E-1,1.168125057E1,1.415625095E1,-3.249375153E1
8.137148650E-1,1.181250000E1,1.425000095E1,-3.236250305E1
8.237148650E-1,1.185000038E1,1.402500057E1,-3.264375305E1
8.337148650E-1,1.213125038E1,1.380000019E1,-3.268125153E1
8.437148650E-1,1.267500019E1,1.393125057E1,-3.249375153E1
8.537148650E-1,1.280625057E1,1.387500095E1,-3.228750229E1
8.637148650E-1,1.293750095E1,1.396875095E1,-3.213750076E1
8.737148650E-1,1.327500057E1,1.376250076E1,-3.172500038E1
8.837148650E-1,1.350000095E1,1.365000057E1,-3.168750191E1
8.937148650E-1,1.381875038E1,1.344375038E1,-3.172500038E1
9.037148650E-1,1.406250095E1,1.336875057E1,-3.170625114E1
9.137148650E-1,1.417500019E1,1.338750076E1,-3.146250153E1
9.237148650E-1,1.413750076E1,1.325625038E1,-3.153750038E1
9.337148650E-1,1.428750038E1,1.310625076E1,-3.161250114E1
9.437148650E-1,1.451250076E1,1.269375038E1,-3.165000153E1
9.537148650E-1,1.440000057E1,1.246875095E1,-3.181875038E1
9.637148650E-1,1.447500038E1,1.256250095E1,-3.196875191E1
9.737148650E-1,1.417500019E1,1.269375038E1,-3.195000076E1
9.837148650E-1,1.413750076E1,1.265625095E1,-3.181875038E1
9.937148650E-1,1.434375095E1,1.280625057E1,-3.193125153E1
1.003714865E0,1.447500038E1,1.284375095E1,-3.183750153E1
1.013714865E0,1.468125057E1,1.299375057E1,-3.174375153E1
1.023714865E0,1.500000095E1,1.331250095E1,-3.153750038E1
1.033714865E0,1.530000019E1,1.370625019E1,-3.123750114E1
1.043714865E0,1.543125057E1,1.374375057E1,-3.075000191E1
1.053714865E0,1.584375095E1,1.380000019E1,-3.045000076E1
1.063714865E0,1.605000114E1,1.408125019E1,-3.022500038E1
1.073714865E0,1.642500114E1,1.400625038E1,-3.020625114E1
1.083714865E0,1.676250076E1,1.408125019E1,-3.001875114E1
1.093714865E0,1.710000038E1,1.411875057E1,-2.971875191E1
1.103714865E0,1.721250153E1,1.404375076E1,-2.955000114E1
1.113714865E0,1.768125153E1,1.389375019E1,-2.936250114E1
1.123714865E0,1.809375000E1,1.393125057E1,-2.919375038E1
1.133714865E0,1.861875153E1,1.396875095E1,-2.880000114E1
1.143714865E0,1.910625076E1,1.398750019E1,-2.866875076E1
1.153714865E0,1.925625038E1,1.428750038E1,-2.840625191E1
1.163714865E0,1.972500038E1,1.436250019E1,-2.801250076E1
1.173714865E0,2.008125114E1,1.443750095E1,-2.782500076E1
1.183714865E0,2.081250000E1,1.449375057E1,-2.745000076E1
1.193714865E0,2.130000114E1,1.456875038E1,-2.700000191E1
1.203714865E0,2.210625076E1,1.481250095E1,-2.638125038E1
1.213714865E0,2.251875114E1,1.473750019E1,-2.589375114E1
1.223714865E0,2.315625000E1,1.473750019E1,-2.503125191E1
1.233714865E0,2.370000076E1,1.455000019E1,-2.403750038E1
1.243714865E0,2.446875191E1,1.488750076E1,-2.330625153E1
1.253714865E0,2.520000076E1,1.500000095E1,-2.244375038E1
1.263714865E0,2.570625114E1,1.528125095E1,-2.180625153E1
1.273714865E0,2.621250153E1,1.531875038E1,-2.115000153E1
1.283714865E0,2.651250076E1,1.537500095E1,-2.055000114E1
1.293714865E0,2.671875191E1,1.558125019E1,-1.981875038E1
1.303714865E0,2.692500114E1,1.582500076E1,-1.931250000E1
1.313714865E0,2.741250038E1,1.640625000E1,-1.852500153E1
1.323714865E0,2.752500153E1,1.648125076E1,-1.762500000E1
1.333714865E0,2.773125076E1,1.674375153E1,-1.670625114E1
1.343714865E0,2.799375153E1,1.711875153E1,-1.554375076E1
1.353714865E0,2.821875191E1,1.760625076E1,-1.462500095E1
1.363714865E0,2.842500114E1,1.777500153E1,-1.329375076E1
1.373714865E0,2.893125153E1,1.811250114E1,-1.211250019E1
1.383714865E0,2.915625191E1,1.830000114E1,-1.070625019E1
1.393714865E0,2.911875153E1,1.828125000E1,-9.431250572E0
1.403714865E0,2.934375191E1,1.863750076E1,-8.437500000E0
1.413714865E0,2.919375038E1,1.880625153E1,-7.293750286E0
1.423714865E0,2.900625038E1,1.905000114E1,-6.393750191E0
1.433714865E0,2.893125153E1,1.927500153E1,-5.456250191E0
1.443714865E0,2.874375153E1,1.957500076E1,-4.706250191E0
1.453714865E0,2.866875076E1,1.976250076E1,-4.031250000E0
1.463714865E0,2.857500076E1,2.008125114E1,-3.393750191E0
1.473714865E0,2.870625114E1,2.060625076E1,-2.943750143E0
1.483714865E0,2.848125076E1,2.066250038E1,-2.250000000E0
1.493714865E0,2.842500114E1,2.077500153E1,-1.612500072E0
1.503714865E0,2.842500114E1,2.077500153E1,-9.562500119E-1
1.513714865E0,2.814375114E1,2.100000000E1,-3.375000060E-1
1.523714865E0,2.823750114E1,2.105625153E1,-2.062500119E-1
1.533714865E0,2.806875038E1,2.133750153E1,3.937500119E-1
1.543714865E0,2.805000114E1,2.163750076E1,8.250000477E-1
1.553714865E0,2.773125076E1,2.160000038E1,1.181250095E0
1.563714865E0,2.773125076E1,2.190000153E1,1.612500072E0
1.573714865E0,2.778750038E1,2.227500153E1,1.856250048E0
1.583714865E0,2.763750076E1,2.261250114E1,2.062500000E0
1.593714865E0,2.761875153E1,2.285625076E1,2.231250048E0
1.603714865E0,2.726250076E1,2.321250153E1,2.512500048E0
1.613714865E0,2.707500076E1,2.351250076E1,2.531250000E0
1.623714865E0,2.675625038E1,2.370000076E1,2.343750000E0
1.633714865E0,2.673750114E1,2.403750038E1,2.306250095E0
1.643714865E0,2.630625153E1,2.446875191E1,2.081250191E0
1.653714865E0,2.613750076E1,2.473125076E1,1.893750072E0
1.663714865E0,2.602500153E1,2.499375153E1,1.687500119E0
1.673714865E0,2.596875191E1,2.563125038E1,1.406250000E0
1.683714865E0,2.578125191E1,2.595000076E1,1.650000095E0
1.693714865E0,2.563125038E1,2.613750076E1,1.743750095E0
1.703714865E0,2.563125038E1,2.670000076E1,1.931250095E0
1.713714865E0,2.566875076E1,2.692500114E1,1.800000072E0
1.723714865E0,2.585625076E1,2.713125038E1,1.725000024E0
1.733714865E0,2.559375191E1,2.754375076E1,1.743750095E0
1.743714865E0,2.544375038E1,2.797500038E1,1.706250072E0
1.753714865E0,2.542500114E1,2.829375076E1,1.762500048E0
1.763714865E0,2.544375038E1,2.893125153E1,1.443750024E0
1.773714865E0,2.529375076E1,2.953125191E1,1.143750072E0
1.783714865E0,2.516250038E1,2.977500153E1,8.062500358E-1
1.793714865E0,2.499375153E1,3.031875038E1,7.875000238E-1
1.803714865E0,2.471250153E1,3.084375191E1,6.937500238E-1
1.813714865E0,2.467500114E1,3.101250076E1,9.375000000E-2
1.823714865E0,2.456250191E1,3.118125153E1,-1.500000060E-1
1.833714865E0,2.437500191E1,3.108750153E1,-3.562500179E-1
1.843714865E0,2.443125153E1,3.129375076E1,-4.687500298E-1
1.853714865E0,2.448750114E1,3.133125114E1,-9.187500477E-1
1.863714865E0,2.486250114E1,3.123750114E1,-9.562500119E-1
1.873714865E0,2.480625153E1,3.129375076E1,-1.312500000E0
1.883714865E0,2.499375153E1,3.142500114E1,-1.406250000E0
1.893714865E0,2.490000153E1,3.161250114E1,-1.387500048E0
1.903714865E0,2.490000153E1,3.180000114E1,-1.518750072E0
1.913714865E0,2.501250076E1,3.198750114E1,-1.518750072E0
1.923714865E0,2.497500038E1,3.183750153E1,-1.631250024E0
1.933714865E0,2.499375153E1,3.180000114E1,-1.425000072E0
1.943714865E0,2.480625153E1,3.206250000E1,-1.293750048E0
1.953714865E0,2.475000191E1,3.215625000E1,-9.937500358E-1
1.963714865E0,2.484375191E1,3.200625229E1,-1.106250048E0
1.973714865E0,2.510625076E1,3.189375114E1,-9.000000358E-1
1.983714865E0,2.550000191E1,3.200625229E1,-7.312500477E-1
1.993714865E0,2.550000191E1,3.204375076E1,-5.437500477E-1
2.003714865E0,2.551875114E1,3.200625229E1,-5.812500119E-1
2.013714865E0,2.568750191E1,3.236250305E1,-4.125000238E-1
2.023714865E0,2.578125191E1,3.240000153E1,-2.812500000E-1
2.033714865E0,2.580000114E1,3.228750229E1,-2.250000089E-1
2.043714865E0,2.561250114E1,3.238125229E1,3.000000119E-1
2.053714865E0,2.551875114E1,3.249375153E1,8.250000477E-1
2.063714865E0,2.546250153E1,3.258750153E1,1.312500000E0
2.073714865E0,2.535000038E1,3.258750153E1,1.650000095E0
2.083714865E0,2.538750076E1,3.266250229E1,2.343750000E0
2.093714865E0,2.533125114E1,3.240000153E1,3.093750238E0
2.103714865E0,2.518125153E1,3.221250153E1,3.337500095E0
2.113714865E0,2.521875191E1,3.232500076E1,4.312500000E0
2.123714865E0,2.514375114E1,3.211875153E1,4.575000286E0
2.133714865E0,2.491875076E1,3.219375229E1,4.987500191E0
2.143714865E0,2.456250191E1,3.213750076E1,5.306250095E0
2.153714865E0,2.465625191E1,3.236250305E1,5.887500286E0
2.163714865E0,2.475000191E1,3.262500000E1,6.206250191E0
2.173714865E0,2.428125191E1,3.258750153E1,6.412500381E0
