"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.243838700E-1,5.324442780E1,1.041016310E1,1.836359014E1,0.000000000E0,0.000000000E0,2.054500008E1,1.000000000E0
1.318303854E0,5.324438419E1,1.040989794E1,2.624719831E1,0.000000000E0,0.000000000E0,1.004377079E1,1.010315895E1
2.317876146E0,5.324438877E1,1.040989779E1,2.581153639E1,6.999999881E-1,3.383999939E2,6.941160679E0,7.551543236E0
3.317210885E0,5.324437831E1,1.040989153E1,2.604431053E1,6.000000238E-1,2.020000076E1,6.583300591E0,7.417577744E0
4.317504686E0,5.324439872E1,1.040990879E1,2.583364278E1,1.740000010E0,2.820000076E1,6.542825222E0,7.519174576E0
5.317018957E0,5.324440580E1,1.040991126E1,2.515774946E1,1.320000052E0,2.350000000E1,6.200894356E0,6.368952751E0
6.317467446E0,5.324441665E1,1.040991612E1,2.435240555E1,1.629999995E0,1.970000076E1,5.679419994E0,6.068098545E0
7.317987341E0,5.324442608E1,1.040992149E1,2.328369262E1,1.470000029E0,1.569999981E1,5.822231293E0,5.693062305E0
8.317509112E0,5.324443760E1,1.040992201E1,2.373262356E1,1.460000038E0,1.000000000E1,5.664768219E0,5.073310852E0
9.317829164E0,5.324444822E1,1.040992577E1,2.307968443E1,1.460000038E0,1.030000019E1,5.553583622E0,4.866234303E0
1.031716536E1,5.324445810E1,1.040992368E1,2.204283490E1,1.370000005E0,4.800000191E0,5.311921120E0,4.755612373E0
1.131744875E1,5.324446692E1,1.040992059E1,2.148334002E1,1.299999952E0,4.599999905E0,4.866707802E0,4.160533428E0
1.231788854E1,5.324447461E1,1.040991398E1,1.947181818E1,1.250000000E0,3.557999878E2,4.638464451E0,3.754462004E0
1.331703974E1,5.324448348E1,1.040990759E1,1.944027852E1,1.210000038E0,3.515000000E2,4.646749020E0,3.684102535E0
1.431728791E1,5.324449176E1,1.040989986E1,1.720573546E1,1.240000010E0,3.508999939E2,4.567521572E0,3.418120146E0
1.531747130E1,5.324450123E1,1.040989265E1,1.693951681E1,1.250000000E0,3.547000122E2,4.183455944E0,2.929327965E0
1.631766374E1,5.324451142E1,1.040989385E1,1.815364327E1,1.440000057E0,2.270000076E1,4.016830444E0,2.676206112E0
1.731795005E1,5.324452147E1,1.040989358E1,1.786789205E1,1.309999943E0,9.899999619E0,4.031377792E0,2.739410639E0
1.831790187E1,5.324453166E1,1.040989075E1,1.727013013E1,1.330000043E0,3.568999939E2,3.925169706E0,2.634257317E0
1.931785583E1,5.324454325E1,1.040988736E1,1.721094474E1,1.299999952E0,3.400000095E0,3.881160498E0,2.530297995E0
2.031704254E1,5.324455245E1,1.040988199E1,1.582546240E1,1.289999962E0,3.518999939E2,3.886782885E0,2.533800840E0
2.131750515E1,5.324456015E1,1.040987018E1,1.541678645E1,1.320000052E0,3.253999939E2,3.985374928E0,2.704308987E0
2.231778952E1,5.324456842E1,1.040987057E1,1.808910116E1,1.330000043E0,3.481000061E2,3.924014330E0,3.306648731E0
2.331716494E1,5.324457438E1,1.040988089E1,1.948577445E1,1.210000038E0,3.467999878E2,3.790092468E0,3.364929438E0
2.431746155E1,5.324458200E1,1.040988840E1,1.946539793E1,1.210000038E0,3.532999878E2,3.790092468E0,3.459165096E0
2.531704166E1,5.324458931E1,1.040989820E1,2.156397773E1,1.220000029E0,1.089999962E1,3.790092468E0,3.623532057E0
2.631723989E1,5.324459680E1,1.040990939E1,2.199074341E1,1.190000057E0,9.300000191E0,3.790092468E0,3.537456512E0
2.731745421E1,5.324460354E1,1.040991806E1,2.334054340E1,1.210000038E0,1.600000024E0,3.790092468E0,3.432832479E0
2.831787593E1,5.324461130E1,1.040992364E1,2.371457689E1,1.200000048E0,2.200000048E0,3.790092468E0,3.421028852E0
2.931704556E1,5.324461936E1,1.040993262E1,2.357408339E1,1.220000029E0,1.260000038E1,3.790092468E0,3.460433483E0
3.031750030E1,5.324462832E1,1.040993990E1,2.432067675E1,1.210000038E0,1.469999981E1,3.790092468E0,3.346223593E0
3.131767634E1,5.324463697E1,1.040994550E1,2.390168180E1,1.169999957E0,2.220000076E1,3.790092468E0,3.574473858E0
3.231804421E1,5.324464607E1,1.040994640E1,2.448275005E1,1.200000048E0,1.189999962E1,3.790092468E0,3.488110542E0
3.331731264E1,5.324465609E1,1.040994402E1,2.582059565E1,1.190000057E0,5.400000095E0,3.790092468E0,3.467121363E0
3.431771832E1,5.324466690E1,1.040993935E1,2.517498369E1,1.240000010E0,3.510000000E2,3.790092468E0,3.508665085E0
3.531725999E1,5.324467774E1,1.040993557E1,2.530482317E1,1.220000029E0,3.572000122E2,3.790092468E0,3.568865061E0
3.631726582E1,5.324468920E1,1.040993174E1,2.579373342E1,1.240000010E0,3.461000061E2,3.790092468E0,3.658255100E0
3.731706342E1,5.324470008E1,1.040992849E1,2.589146830E1,1.240000010E0,5.000000000E-1,3.790092468E0,3.698399067E0
3.831764884E1,5.324471157E1,1.040992562E1,2.539820056E1,1.210000038E0,3.592999878E2,3.790092468E0,3.836368084E0
