"event","experiment time","system time","system time text"
"START",0.000000000E0,1686302802.077,"2023-06-09 11:26:42.077 UTC+02:00"
"PAUSE",8.102396596E1,1686302883.101,"2023-06-09 11:28:03.101 UTC+02:00"
