"event","experiment time","system time","system time text"
"START",0.000000000E0,1686820577.672,"2023-06-15 11:16:17.672 UTC+02:00"
"PAUSE",4.272233926E1,1686820620.395,"2023-06-15 11:17:00.395 UTC+02:00"
