"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.420771122E-2,5.322968971E1,1.038765348E1,3.598459874E1,4.391873484E0,6.190825272E1,5.108798790E0,5.108798790E0
1.024214625E0,5.322971112E1,1.038773590E1,3.616013350E1,5.399054846E0,6.190825272E1,5.118989588E0,5.118989588E0
2.024222136E0,5.322973403E1,1.038781771E1,3.623567727E1,5.934626142E0,6.190825272E1,5.153648435E0,5.153648435E0
3.024228454E0,5.322975569E1,1.038789841E1,3.636112361E1,5.906617337E0,6.190825272E1,5.215792526E0,5.215792526E0
4.024235964E0,5.322978018E1,1.038797891E1,3.636887386E1,6.076559902E0,6.190825272E1,5.287956759E0,5.287956759E0
5.024242282E0,5.322980814E1,1.038805841E1,3.630501269E1,6.048837125E0,6.246429443E1,5.239388848E0,5.239388848E0
6.024249792E0,5.322983689E1,1.038813211E1,3.633196472E1,5.958639787E0,6.246429443E1,5.207498464E0,5.207498464E0
7.024256825E0,5.322985960E1,1.038819786E1,3.678167269E1,5.523985338E0,6.246429443E1,5.201913862E0,5.201913862E0
8.024263740E0,5.322988079E1,1.038825821E1,3.661636818E1,5.260120333E0,6.246429443E1,5.202318468E0,5.202318468E0
9.024269819E0,5.322989780E1,1.038831166E1,3.692959845E1,5.062121133E0,6.348997498E1,5.196124847E0,5.196124847E0
1.002427709E1,5.322991377E1,1.038836347E1,3.667684784E1,4.747359289E0,6.348997498E1,5.201291921E0,5.201291921E0
1.102428448E1,5.322993300E1,1.038842467E1,3.664352448E1,4.688909557E0,6.348997498E1,5.216257448E0,5.216257448E0
1.202429152E1,5.322995098E1,1.038848346E1,3.644791838E1,4.405728723E0,6.649822235E1,5.338969915E0,5.338969915E0
1.302429831E1,5.322996219E1,1.038851888E1,3.624071880E1,3.715693573E0,6.649822235E1,5.500078344E0,5.500078344E0
1.402430487E1,5.322997207E1,1.038855685E1,3.644736004E1,3.344460908E0,6.793797302E1,5.696945997E0,5.696945997E0
1.502431214E1,5.322997877E1,1.038858893E1,3.617340951E1,2.738815940E0,6.793797302E1,5.911068147E0,5.911068147E0
1.602431917E1,5.322997917E1,1.038861323E1,3.610517299E1,2.248128870E0,7.211257172E1,6.055088400E0,6.055088400E0
