"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653153.949,"2023-06-13 12:45:53.949 UTC+02:00"
"PAUSE",3.446462305E1,1686653188.414,"2023-06-13 12:46:28.414 UTC+02:00"
