"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220149.322,"2023-06-08 12:29:09.322 UTC+02:00"
"PAUSE",5.673023500E1,1686220206.052,"2023-06-08 12:30:06.052 UTC+02:00"
