"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.687120000E-2,-4.725000381E0,-3.991875076E1,-2.683125114E1
5.687120000E-2,-5.756250381E0,-4.110000229E1,-2.741250038E1
6.687120000E-2,-6.393750191E0,-4.138125229E1,-2.713125038E1
7.687120000E-2,-6.318750381E0,-4.168125153E1,-2.677500153E1
8.687120000E-2,-6.675000191E0,-4.153125000E1,-2.671875191E1
9.687120000E-2,-6.506250381E0,-4.134375000E1,-2.666250038E1
1.068712000E-1,-6.393750191E0,-4.125000000E1,-2.660625076E1
1.168712000E-1,-6.356250286E0,-4.119375229E1,-2.662500191E1
1.268712000E-1,-6.262500286E0,-4.156875229E1,-2.628750038E1
1.368712000E-1,-5.981250286E0,-4.147500229E1,-2.608125114E1
1.468712000E-1,-5.606250286E0,-4.141875076E1,-2.606250191E1
1.568712000E-1,-5.343750000E0,-4.151250076E1,-2.615625191E1
1.668712000E-1,-4.650000095E0,-4.168125153E1,-2.606250191E1
1.768712000E-1,-4.293750286E0,-4.183125305E1,-2.606250191E1
1.868712000E-1,-3.993750095E0,-4.205625153E1,-2.598750114E1
1.968712000E-1,-3.618750095E0,-4.224375153E1,-2.587500191E1
2.068712000E-1,-3.562500238E0,-4.207500076E1,-2.610000038E1
2.168712000E-1,-3.187500238E0,-4.233750153E1,-2.600625038E1
2.268712000E-1,-2.925000191E0,-4.267500305E1,-2.583750153E1
2.368712000E-1,-2.512500048E0,-4.276875305E1,-2.559375191E1
2.468712000E-1,-2.287500143E0,-4.293750000E1,-2.535000038E1
2.568712000E-1,-2.118750095E0,-4.314375305E1,-2.512500191E1
2.668712000E-1,-1.650000095E0,-4.331250000E1,-2.505000114E1
2.768712000E-1,-1.256250024E0,-4.340625000E1,-2.493750191E1
2.868712000E-1,-6.937500238E-1,-4.374375153E1,-2.490000153E1
2.968712000E-1,-4.687500298E-1,-4.378125000E1,-2.465625191E1
3.068712000E-1,-1.312500089E-1,-4.363125229E1,-2.441250038E1
3.168712000E-1,2.812500000E-1,-4.346250153E1,-2.431875038E1
3.268712000E-1,3.375000060E-1,-4.340625000E1,-2.448750114E1
3.368712000E-1,6.750000119E-1,-4.357500076E1,-2.437500191E1
3.468712000E-1,8.437500596E-1,-4.346250153E1,-2.435625076E1
3.568712000E-1,1.050000072E0,-4.353750229E1,-2.443125153E1
3.668712000E-1,1.425000072E0,-4.350000000E1,-2.390625000E1
3.768712000E-1,1.762500048E0,-4.359375000E1,-2.392500114E1
3.868712000E-1,2.137500048E0,-4.359375000E1,-2.396250153E1
3.968712000E-1,2.306250095E0,-4.374375153E1,-2.394375038E1
4.068712000E-1,2.550000191E0,-4.391250229E1,-2.343750000E1
4.168712000E-1,2.981250048E0,-4.387500000E1,-2.355000114E1
4.268712000E-1,3.300000191E0,-4.396875000E1,-2.345625114E1
4.368712000E-1,3.693750143E0,-4.385625076E1,-2.326875114E1
4.468712000E-1,3.450000048E0,-4.372500229E1,-2.351250076E1
4.568712000E-1,3.543750048E0,-4.359375000E1,-2.349375153E1
4.668712000E-1,3.693750143E0,-4.366875076E1,-2.351250076E1
4.768712000E-1,3.881250143E0,-4.350000000E1,-2.356875038E1
4.868712000E-1,4.200000286E0,-4.340625000E1,-2.370000076E1
4.968712000E-1,4.237500191E0,-4.318125153E1,-2.358750153E1
5.068712000E-1,4.406250000E0,-4.295625305E1,-2.355000114E1
5.168712000E-1,4.387500286E0,-4.291875076E1,-2.343750000E1
5.268712000E-1,4.706250191E0,-4.301250076E1,-2.326875114E1
5.368712000E-1,4.912500381E0,-4.284375000E1,-2.319375038E1
5.468712000E-1,5.025000095E0,-4.276875305E1,-2.321250153E1
5.568712000E-1,5.250000000E0,-4.275000000E1,-2.330625153E1
5.668712000E-1,5.268750191E0,-4.258125305E1,-2.341875076E1
5.768712000E-1,5.306250095E0,-4.276875305E1,-2.332500076E1
5.868712000E-1,5.362500191E0,-4.290000153E1,-2.334375000E1
5.968712000E-1,5.812500000E0,-4.284375000E1,-2.332500076E1
6.068712000E-1,5.981250286E0,-4.276875305E1,-2.375625038E1
6.168712000E-1,6.243750095E0,-4.280625153E1,-2.396250153E1
