"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653155.438,"2023-06-13 12:45:55.438 UTC+02:00"
"PAUSE",3.381610155E1,1686653189.254,"2023-06-13 12:46:29.254 UTC+02:00"
