"event","experiment time","system time","system time text"
"START",0.000000000E0,1686228854.403,"2023-06-08 14:54:14.403 UTC+02:00"
"PAUSE",5.659772419E1,1686228911.001,"2023-06-08 14:55:11.001 UTC+02:00"
