"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221606.632,"2023-06-08 12:53:26.632 UTC+02:00"
"PAUSE",3.778537928E1,1686221644.417,"2023-06-08 12:54:04.417 UTC+02:00"
