"event","experiment time","system time","system time text"
"START",0.000000000E0,1685541246.513,"2023-05-31 15:54:06.513 UTC+02:00"
"PAUSE",1.069881578E2,1685541353.501,"2023-05-31 15:55:53.501 UTC+02:00"
