"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221611.519,"2023-06-08 12:53:31.519 UTC+02:00"
"PAUSE",3.768289428E1,1686221649.202,"2023-06-08 12:54:09.202 UTC+02:00"
