"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686075495800726E9,"2023-06-06 20:18:15.801 UTC+02:00"
"PAUSE",7.144223883333325E1,1.686075567242564E9,"2023-06-06 20:19:27.243 UTC+02:00"
