"event","experiment time","system time","system time text"
"START",0.000000000E0,1686654465.154,"2023-06-13 13:07:45.154 UTC+02:00"
"PAUSE",8.968636397E1,1686654554.840,"2023-06-13 13:09:14.840 UTC+02:00"
