"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.151987076E-3,5.322864929E1,1.040259990E1,3.500385147E1,1.228390634E-1,3.070291498E2,1.260943732E1,1.260943732E1
1.086577415E0,5.322864355E1,1.040260582E1,3.500296140E1,3.908024356E-2,1.050573540E2,1.626706879E1,1.626706879E1
2.086570740E0,5.322864373E1,1.040263087E1,3.500384203E1,5.320057869E-1,8.306075997E1,1.297154200E1,1.297154200E1
3.036565781E0,5.322864453E1,1.040262913E1,3.500581436E1,2.580885589E-1,6.966538300E1,1.222663422E1,1.222663422E1
3.986561298E0,5.322864564E1,1.040261420E1,3.501227705E1,2.925712764E-1,2.896817428E2,1.165781886E1,1.165781886E1
4.936555624E0,5.322864193E1,1.040261842E1,3.501887726E1,2.416856587E-1,2.480397727E2,1.125124451E1,1.125124451E1
5.886550069E0,5.322865889E1,1.040261159E1,3.504982669E1,6.098015904E-1,2.940896033E2,1.420245122E1,1.420245122E1
6.836124659E0,5.322865877E1,1.040260503E1,3.505970904E1,9.077631831E-1,2.623220455E2,9.956349406E0,9.956349406E0
7.785836101E0,5.322864812E1,1.040259718E1,3.506273184E1,9.077631831E-1,2.424505305E2,1.138277438E1,1.138277438E1
8.776830196E0,5.322865572E1,1.040259426E1,3.509325342E1,1.009698391E0,2.486213171E2,1.503263503E1,1.503263503E1
9.777533889E0,5.322866245E1,1.040257495E1,3.509598823E1,1.060911298E0,2.563124959E2,8.436265116E0,8.436265116E0
1.077759957E1,5.322866102E1,1.040255892E1,3.508553845E1,1.526101351E0,2.570112235E2,8.255465204E0,8.255465204E0
1.177759373E1,5.322865795E1,1.040255086E1,3.509089900E1,1.526101351E0,2.574099073E2,1.733954903E1,1.733954903E1
1.277675080E1,5.322865547E1,1.040252280E1,3.505829933E1,1.526101351E0,2.467197680E2,1.577835721E1,1.577835721E1
1.377678275E1,5.322865005E1,1.040250181E1,3.505829959E1,1.526101351E0,2.467197512E2,1.577835721E1,1.577835721E1
1.477677703E1,5.322867503E1,1.040248719E1,3.506930124E1,1.181211472E0,2.895161110E2,7.784519992E0,7.784519992E0
1.577752483E1,5.322868395E1,1.040246311E1,3.508008768E1,1.369597912E0,2.826325049E2,2.344021658E1,2.344021658E1
1.677760196E1,5.322868304E1,1.040243714E1,3.509523713E1,1.327492476E0,2.688249828E2,2.639569539E1,2.639569539E1
1.777759635E1,5.322868794E1,1.040240807E1,3.502743517E1,1.327492476E0,2.831919754E2,1.556341316E1,1.556341316E1
1.877666068E1,5.322868123E1,1.040239394E1,3.500764090E1,1.260964870E0,2.657718003E2,7.379214541E0,7.379214541E0
1.977786338E1,5.322867936E1,1.040238276E1,3.501665327E1,9.379909039E-1,2.554796401E2,7.274710902E0,7.274710902E0
2.077785754E1,5.322868147E1,1.040236074E1,3.503860072E1,1.138779402E0,2.614214704E2,7.652073651E0,7.652073651E0
2.177785099E1,5.322868490E1,1.040234679E1,3.503876734E1,1.138779402E0,2.688547491E2,7.881929886E0,7.881929886E0
2.277784574E1,5.322868248E1,1.040233574E1,3.505693549E1,8.936190605E-1,2.536766921E2,9.061079215E0,9.061079215E0
2.377783883E1,5.322869336E1,1.040230996E1,3.508943761E1,8.936190605E-1,2.681744167E2,1.562327028E1,1.562327028E1
2.477783358E1,5.322869678E1,1.040229481E1,3.514572713E1,8.936190605E-1,2.700394985E2,1.698676558E1,1.698676558E1
2.577782714E1,5.322868906E1,1.040227025E1,3.516917540E1,1.155872345E0,2.535596263E2,1.022318649E1,1.022318649E1
2.677782142E1,5.322868457E1,1.040224925E1,3.517873576E1,1.155872345E0,2.446744635E2,9.650146003E0,9.650146003E0
2.777781558E1,5.322868746E1,1.040221780E1,3.522127155E1,1.120842814E0,2.542420241E2,1.123440410E1,1.123440410E1
2.877780890E1,5.322868631E1,1.040218816E1,3.523562882E1,1.120842814E0,2.615708008E2,9.180115389E0,9.180115389E0
2.977780282E1,5.322868804E1,1.040215615E1,3.522514561E1,1.120842814E0,2.700139228E2,9.812662225E0,9.812662225E0
3.077779734E1,5.322868372E1,1.040214587E1,3.516976381E1,9.367910028E-1,2.411567278E2,1.497975101E1,1.497975101E1
3.177779090E1,5.322869102E1,1.040212810E1,3.523284757E1,9.367910028E-1,2.664830360E2,6.777434539E0,6.777434539E0
3.277778518E1,5.322868242E1,1.040211617E1,3.524722642E1,9.254413843E-1,2.443532144E2,6.809775719E0,6.809775719E0
3.377777898E1,5.322868588E1,1.040208434E1,3.517187644E1,1.141936257E0,2.498890585E2,5.693737461E0,5.693737461E0
3.477777362E1,5.322868156E1,1.040206534E1,3.498814400E1,1.185666291E0,2.555557907E2,5.592561770E0,5.592561770E0
3.577776754E1,5.322867144E1,1.040204084E1,3.541486416E1,1.197424311E0,2.404061214E2,5.488691130E0,5.488691130E0
3.677776110E1,5.322866794E1,1.040201917E1,3.529255318E1,1.304533590E0,2.493229185E2,5.431631647E0,5.431631647E0
3.777775502E1,5.322866033E1,1.040199510E1,3.624056329E1,1.426918790E0,2.487334323E2,5.358491520E0,5.358491520E0
3.877774882E1,5.322866030E1,1.040197647E1,3.649610313E1,1.217216727E0,2.518110954E2,5.298952307E0,5.298952307E0
3.977774274E1,5.322865626E1,1.040195562E1,3.548483915E1,1.219248248E0,2.496342588E2,5.259883735E0,5.259883735E0
4.077773619E1,5.322864849E1,1.040194039E1,3.530284937E1,1.094309461E0,2.441434574E2,5.213239206E0,5.213239206E0
4.177772987E1,5.322864131E1,1.040193047E1,3.530400699E1,8.904791800E-1,2.373949303E2,5.163035197E0,5.163035197E0
4.277772474E1,5.322862635E1,1.040191977E1,3.558205266E1,9.164187986E-1,2.252999749E2,5.114263395E0,5.114263395E0
4.377771854E1,5.322861891E1,1.040190562E1,3.561460432E1,9.753284583E-1,2.244462140E2,5.067064950E0,5.067064950E0
4.477771235E1,5.322860948E1,1.040189264E1,3.647214200E1,1.030201564E0,2.204819416E2,5.077067937E0,5.077067937E0
