"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220974.280,"2023-06-08 12:42:54.280 UTC+02:00"
"PAUSE",9.335651887E1,1686221067.636,"2023-06-08 12:44:27.636 UTC+02:00"
