"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.290902615E-2,5.322969049E1,1.040386224E1,3.464710236E1,-1.000000000E0,-1.000000000E0,7.974738085E1,7.974738085E1
1.108860815E1,5.322960358E1,1.040413715E1,4.053968936E1,3.669204712E-1,2.831383902E2,7.089706797E1,7.089706797E1
1.208859169E1,5.322968309E1,1.040406006E1,3.292527656E1,4.029577076E-1,2.925427305E2,5.042764482E1,5.042764482E1
1.308857632E1,5.322970312E1,1.040405286E1,3.310349034E1,1.670444757E-1,2.698493132E2,4.070565827E1,4.070565827E1
1.408855951E1,5.322973280E1,1.040399367E1,3.308955200E1,9.400904179E-2,2.517435971E2,3.442359556E1,3.442359556E1
1.508854365E1,5.322975164E1,1.040395394E1,3.310062803E1,1.111680940E-1,3.233484171E2,3.075548058E1,3.075548058E1
1.608852816E1,5.322975546E1,1.040395638E1,3.314469392E1,2.148160636E-1,2.881030020E2,2.957945652E1,2.957945652E1
1.708943677E1,5.322975798E1,1.040395553E1,3.316529811E1,2.409546077E-1,2.903673879E2,2.862652513E1,2.862652513E1
1.808881032E1,5.322975577E1,1.040397341E1,3.312455951E1,1.679117233E-1,3.111916069E2,2.802457628E1,2.802457628E1
1.908879459E1,5.322974727E1,1.040398558E1,3.311049000E1,4.640695453E-2,1.525454659E2,2.731283054E1,2.731283054E1
2.008910513E1,5.322974182E1,1.040397776E1,3.310784977E1,1.028042659E-1,2.447545145E2,2.690163590E1,2.690163590E1
2.108903122E1,5.322973704E1,1.040397662E1,3.310174926E1,6.207104027E-2,2.433380861E2,2.651316109E1,2.651316109E1
2.208901477E1,5.322971980E1,1.040397430E1,3.314197361E1,3.182299435E-2,2.931389376E1,2.523022491E1,2.523022491E1
2.308930874E1,5.322969956E1,1.040398896E1,3.315120661E1,4.509315640E-2,1.022881579E2,2.443456016E1,2.443456016E1
2.408822024E1,5.322969956E1,1.040398896E1,3.315120668E1,4.509315640E-2,-1.000000000E0,2.443456016E1,2.443456016E1
2.508820379E1,5.322969502E1,1.040399695E1,3.322698843E1,2.087588795E-2,-1.000000000E0,2.420145980E1,2.420145980E1
2.608926702E1,5.322969763E1,1.040401248E1,3.318511178E1,8.589978516E-2,-1.000000000E0,2.433631232E1,2.433631232E1
2.708849943E1,5.322968602E1,1.040400993E1,3.310410387E1,1.376200765E-1,-1.000000000E0,2.460657476E1,2.460657476E1
2.808848345E1,5.322968665E1,1.040399269E1,3.309173237E1,1.885613054E-1,-1.000000000E0,2.454254518E1,2.454254518E1
2.908891094E1,5.322968693E1,1.040398519E1,3.310819765E1,1.361020803E-1,-1.000000000E0,2.476217172E1,2.476217172E1
3.008888400E1,5.322969025E1,1.040398535E1,3.313465035E1,2.508133836E-2,-1.000000000E0,2.530522446E1,2.530522446E1
3.108886755E1,5.322969309E1,1.040398965E1,3.314059881E1,3.431545943E-2,-1.000000000E0,2.591258615E1,2.591258615E1
3.208885157E1,5.322970003E1,1.040398383E1,3.314626238E1,1.310258806E-1,-1.000000000E0,2.691658360E1,2.691658360E1
3.308883524E1,5.322970594E1,1.040397181E1,3.315441846E1,1.310258806E-1,-1.000000000E0,2.797333351E1,2.797333351E1
3.408881891E1,5.322970905E1,1.040396480E1,3.317140731E1,2.800327241E-1,-1.000000000E0,2.906609130E1,2.906609130E1
3.508880198E1,5.322970905E1,1.040396480E1,3.317140731E1,0.000000000E0,-1.000000000E0,2.997490466E1,2.997490466E1
3.622907805E1,5.322972387E1,1.040394809E1,3.319589957E1,4.593687057E-1,-1.000000000E0,3.102562417E1,3.102562417E1
