"event","experiment time","system time","system time text"
"START",0.000000000E0,1685959703.074,"2023-06-05 12:08:23.074 UTC+02:00"
"PAUSE",8.277978137E1,1685959785.854,"2023-06-05 12:09:45.854 UTC+02:00"
