"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686653045410418E9,"2023-06-13 12:44:05.410 UTC+02:00"
"PAUSE",3.298700399999507E1,1.686653078397605E9,"2023-06-13 12:44:38.398 UTC+02:00"
