"event","experiment time","system time","system time text"
"START",0.000000000E0,1686221272.443,"2023-06-08 12:47:52.443 UTC+02:00"
"PAUSE",3.451066927E1,1686221306.954,"2023-06-08 12:48:26.954 UTC+02:00"
