"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685964477263711E9,"2023-06-05 13:27:57.264 UTC+02:00"
"PAUSE",8.915529695833357E1,1.685964566418587E9,"2023-06-05 13:29:26.419 UTC+02:00"
