"event","experiment time","system time","system time text"
"START",0.000000000E0,1686652989.654,"2023-06-13 12:43:09.654 UTC+02:00"
"PAUSE",2.543585702E1,1686653015.090,"2023-06-13 12:43:35.090 UTC+02:00"
