"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.729735488E0,5.323164050E1,1.040463129E1,3.054853742E1,0.000000000E0,0.000000000E0,7.024968624E0,9.394000053E0
2.726525691E0,5.323163902E1,1.040462824E1,3.040192967E1,0.000000000E0,0.000000000E0,5.034231663E0,6.751370430E0
3.727636052E0,5.323163749E1,1.040462730E1,3.049885146E1,0.000000000E0,0.000000000E0,4.408190250E0,5.614750862E0
4.730863756E0,5.323163554E1,1.040462820E1,3.040094782E1,0.000000000E0,0.000000000E0,4.103372097E0,5.108121395E0
5.728517970E0,5.323163473E1,1.040462803E1,3.031732847E1,0.000000000E0,0.000000000E0,3.879666805E0,4.583102703E0
6.728438382E0,5.323163593E1,1.040465650E1,2.990985071E1,2.000000000E0,7.430000305E1,3.790092468E0,4.044412136E0
7.727799940E0,5.323164160E1,1.040469365E1,2.846184970E1,2.690000057E0,6.659999847E1,3.790092468E0,3.432796001E0
8.727409466E0,5.323165842E1,1.040472224E1,2.901771357E1,3.170000076E0,3.209999847E1,3.790092468E0,3.440020084E0
9.728244618E0,5.323167349E1,1.040473976E1,2.811929356E1,3.000000000E0,1.280000019E1,3.790092468E0,3.440653801E0
1.072853810E1,5.323169269E1,1.040476090E1,2.778630840E1,3.319999933E0,2.589999962E1,3.790092468E0,3.463059664E0
1.172913805E1,5.323171164E1,1.040479354E1,2.757044573E1,3.079999924E0,3.840000153E1,3.790092468E0,3.580135584E0
1.272768143E1,5.323173362E1,1.040482015E1,2.930417453E1,3.150000095E0,3.900000000E1,3.845733643E0,3.917767286E0
1.372771127E1,5.323174901E1,1.040484770E1,2.771989982E1,2.619999886E0,4.620000076E1,4.183516502E0,4.378905773E0
1.472812918E1,5.323175787E1,1.040487992E1,2.784356048E1,2.400000095E0,6.040000153E1,4.366254807E0,4.395351410E0
1.572865975E1,5.323176196E1,1.040493535E1,2.767997519E1,4.050000191E0,8.340000153E1,4.117738724E0,4.317300797E0
1.672817568E1,5.323176331E1,1.040498844E1,2.779745334E1,2.940000057E0,7.940000153E1,4.089575291E0,4.359632015E0
1.772926338E1,5.323177447E1,1.040504346E1,2.815133500E1,3.759999990E0,6.509999847E1,4.189095497E0,4.506881237E0
1.872799624E1,5.323179340E1,1.040508933E1,2.753056094E1,3.390000105E0,5.709999847E1,4.160729885E0,4.496919155E0
1.972794822E1,5.323181613E1,1.040513139E1,2.646197892E1,3.779999971E0,4.770000076E1,4.434637070E0,4.470160484E0
2.072827488E1,5.323184235E1,1.040515865E1,2.501700303E1,3.190000057E0,3.690000153E1,4.753972530E0,4.347577572E0
2.172639368E1,5.323187158E1,1.040517105E1,2.487806664E1,3.200000048E0,2.029999924E1,4.356752396E0,4.121247292E0
2.272737576E1,5.323191150E1,1.040518518E1,2.511683154E1,4.829999924E0,1.889999962E1,4.394034386E0,3.957975626E0
2.372811122E1,5.323196641E1,1.040518800E1,2.538199000E1,5.050000191E0,1.720000076E1,4.269137859E0,3.813142061E0
2.472747523E1,5.323200176E1,1.040521205E1,2.481306662E1,4.940000057E0,9.300000191E0,4.078649521E0,3.641274691E0
