"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.850158400E-2,-2.006250143E0,-2.062500119E-1,-3.849375153E1
3.850158400E-2,-2.156250000E0,-2.062500119E-1,-3.903750229E1
4.850158400E-2,-2.081250191E0,1.312500089E-1,-3.920625305E1
5.850158400E-2,-1.818750024E0,3.375000060E-1,-3.931875229E1
6.850158400E-2,-1.912500024E0,4.312500060E-1,-3.900000000E1
7.850158400E-2,-1.931250095E0,6.937500238E-1,-3.879375076E1
8.850158400E-2,-1.762500048E0,8.812500238E-1,-3.892500305E1
9.850158400E-2,-1.781250119E0,1.050000072E0,-3.896250153E1
1.085015840E-1,-1.762500048E0,1.350000024E0,-3.903750229E1
1.185015840E-1,-1.687500119E0,1.387500048E0,-3.877500153E1
1.285015840E-1,-1.706250072E0,1.593750119E0,-3.851250076E1
1.385015840E-1,-1.856250048E0,1.443750024E0,-3.823125076E1
1.485015840E-1,-1.687500119E0,1.631250024E0,-3.819375229E1
1.585015840E-1,-1.631250024E0,1.425000072E0,-3.826875305E1
1.685015840E-1,-1.800000072E0,1.293750048E0,-3.793125153E1
1.785015840E-1,-1.818750024E0,8.250000477E-1,-3.783750153E1
1.885015840E-1,-1.893750072E0,7.687500119E-1,-3.766875076E1
1.985015840E-1,-1.837500095E0,1.181250095E0,-3.776250076E1
2.085015840E-1,-1.931250095E0,1.068750024E0,-3.780000305E1
2.185015840E-1,-1.893750072E0,1.312500000E0,-3.791250229E1
2.285015840E-1,-2.100000143E0,1.312500000E0,-3.787500000E1
2.385015840E-1,-2.231250048E0,1.275000095E0,-3.780000305E1
2.485015840E-1,-2.325000048E0,1.462500095E0,-3.810000229E1
2.585015840E-1,-2.306250095E0,1.856250048E0,-3.817500305E1
2.685015840E-1,-2.568750143E0,1.856250048E0,-3.804375076E1
2.785015840E-1,-2.962500095E0,1.668750048E0,-3.806250000E1
2.885015840E-1,-3.187500238E0,1.818750024E0,-3.817500305E1
2.985015840E-1,-3.356250048E0,2.062500000E0,-3.828750229E1
3.085015840E-1,-3.693750143E0,1.950000048E0,-3.858750153E1
3.185015840E-1,-4.125000000E0,2.156250000E0,-3.866250229E1
3.285015840E-1,-4.556250095E0,1.987500072E0,-3.855000305E1
3.385015840E-1,-5.025000095E0,1.968750119E0,-3.847500229E1
3.485015840E-1,-5.475000381E0,2.006250143E0,-3.862500000E1
3.585015840E-1,-5.737500191E0,1.893750072E0,-3.855000305E1
3.685015840E-1,-6.262500286E0,1.668750048E0,-3.851250076E1
3.785015840E-1,-7.125000477E0,1.218750000E0,-3.836250305E1
3.885015840E-1,-7.575000286E0,8.625000119E-1,-3.821250153E1
3.985015840E-1,-8.062500000E0,5.812500119E-1,-3.800625229E1
4.085015840E-1,-8.962500572E0,3.375000060E-1,-3.780000305E1
4.185015840E-1,-1.023750019E1,-1.875000000E-1,-3.757500076E1
4.285015840E-1,-1.123125076E1,-7.125000358E-1,-3.712500000E1
4.385015840E-1,-1.267500019E1,-1.162500024E0,-3.676875305E1
4.485015840E-1,-1.404375076E1,-1.406250000E0,-3.613125229E1
