"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.152736600E-2,1.036942974E-1,-1.814268380E-1,-8.796452731E-2
1.637778200E-2,4.566214234E-2,-1.429423541E-1,-9.040798992E-2
2.122819900E-2,-1.847865991E-2,-9.896009415E-2,-9.285144508E-2
2.607856300E-2,-8.506292105E-2,-6.658425927E-2,-8.552107215E-2
3.092898000E-2,-1.467602700E-1,-5.497783050E-2,-7.513637096E-2
3.577939700E-2,-2.023489624E-1,-5.925388262E-2,-6.780599058E-2
4.062981300E-2,-2.481638193E-1,-8.491020650E-2,-6.597339362E-2
4.548017800E-2,-2.829830945E-1,-1.331685185E-1,-7.086031139E-2
5.033059500E-2,-2.976438701E-1,-1.905898154E-1,-7.330377400E-2
5.518101100E-2,-2.952004075E-1,-2.193004489E-1,-8.429934084E-2
6.003137600E-2,-2.768744528E-1,-1.942549944E-1,-1.032361463E-1
6.488179300E-2,-2.457203567E-1,-1.404989064E-1,-1.307250559E-1
6.973220900E-2,-2.072358727E-1,-8.735366166E-2,-1.551596522E-1
7.458257400E-2,-1.644753367E-1,-6.475166976E-2,-1.728747338E-1
7.943299100E-2,-1.211039424E-1,-7.513637096E-2,-1.826485693E-1
8.428340700E-2,-7.895427197E-2,-9.712749720E-2,-1.869246215E-1
8.913382400E-2,-4.169152305E-2,-9.590577334E-2,-1.875354946E-1
9.398418800E-2,-1.359174121E-2,-9.468404204E-2,-1.893680841E-1
9.883460500E-2,2.290742937E-3,-8.552107215E-2,-1.966984570E-1
1.036850220E-1,3.512472380E-3,-7.330377400E-2,-2.150243968E-1
1.085354380E-1,-1.420260593E-2,-6.902772188E-2,-2.357937992E-1
1.133858030E-1,-4.780016840E-2,-9.590577334E-2,-2.632827163E-1
1.182362200E-1,-8.628465235E-2,-1.191186309E-1,-2.968802750E-1
1.230866360E-1,-1.296560466E-1,-1.240055487E-1,-3.353647590E-1
1.279370010E-1,-1.711948514E-1,-1.637117565E-1,-3.775144219E-1
1.327874180E-1,-2.127336562E-1,-1.936441362E-1,-4.190532267E-1
1.376378340E-1,-2.597702444E-1,-2.596175373E-1,-4.612029195E-1
1.424881990E-1,-3.055851161E-1,-3.231474757E-1,-4.990765154E-1
1.473386160E-1,-3.489564955E-1,-4.043924809E-1,-5.345066786E-1
1.521890320E-1,-3.868301213E-1,-4.654789567E-1,-5.626064539E-1
1.570394490E-1,-4.179842174E-1,-5.351175666E-1,-5.907062292E-1
1.618898130E-1,-4.405862093E-1,-5.595521331E-1,-6.114756465E-1
1.667402300E-1,-4.558578432E-1,-5.772672296E-1,-6.310232878E-1
1.715906470E-1,-4.552469850E-1,-5.674933791E-1,-6.438514590E-1
1.764410110E-1,-4.473057389E-1,-5.296197534E-1,-6.462949514E-1
1.812914280E-1,-4.326449931E-1,-4.893026948E-1,-6.401863098E-1
1.861418450E-1,-4.161516428E-1,-4.062250853E-1,-6.206386089E-1
1.909922610E-1,-3.978256881E-1,-3.457494676E-1,-5.937605500E-1
1.958426260E-1,-3.746128380E-1,-2.840521336E-1,-5.577195287E-1
2.006930430E-1,-3.483456373E-1,-2.364046723E-1,-5.106829405E-1
2.055434590E-1,-3.165806830E-1,-2.174678594E-1,-4.593703151E-1
2.103938760E-1,-2.878700197E-1,-1.850920320E-1,-4.068359435E-1
2.152442410E-1,-2.628245652E-1,-1.857028902E-1,-3.549124300E-1
2.200946570E-1,-2.347247899E-1,-2.040288299E-1,-3.103193045E-1
2.249450740E-1,-2.047924101E-1,-2.125809491E-1,-2.736674249E-1
2.297954380E-1,-1.773035079E-1,-2.357937992E-1,-2.480110973E-1
2.346458550E-1,-1.485928595E-1,-2.913824916E-1,-2.327394783E-1
2.394962720E-1,-1.211039424E-1,-3.488037884E-1,-2.247982323E-1
2.442516360E-1,-9.789107740E-2,-4.288270772E-1,-2.254091054E-1
2.490069490E-1,-6.673697382E-2,-5.326740742E-1,-2.370155305E-1
2.537622610E-1,-3.008509055E-2,-6.206386089E-1,-2.510654330E-1
2.585175740E-1,5.955931731E-3,-6.969966888E-1,-2.596175373E-1
2.632728340E-1,4.566214234E-2,-7.727439404E-1,-2.571740746E-1
2.680281470E-1,9.392046183E-2,-8.417716622E-1,-2.382372618E-1
2.727834590E-1,1.531743407E-1,-9.016364217E-1,-2.083048970E-1
2.775387200E-1,2.240346521E-1,-9.266818762E-1,-1.679878086E-1
2.822940320E-1,3.010036349E-1,-9.529490471E-1,-1.215620935E-1
2.870493450E-1,3.767508566E-1,-9.767727852E-1,-7.086031139E-2
2.918046050E-1,4.494437575E-1,-1.005483389E0,-2.809977904E-2
2.965599180E-1,5.135845542E-1,-1.029307127E0,-1.221729559E-3
3.013152300E-1,5.661189556E-1,-1.034194112E0,5.497782957E-3
3.060705430E-1,5.978838801E-1,-1.070235133E0,-8.552107029E-3
3.108258030E-1,5.978838801E-1,-1.152091026E0,-4.398226365E-2
3.155811160E-1,5.722275972E-1,-1.267544389E0,-9.834922850E-2
3.203364280E-1,5.288561583E-1,-1.414151907E0,-1.600465775E-1
3.250916880E-1,4.860956371E-1,-1.554039955E0,-2.193004489E-1
3.298470010E-1,4.579958618E-1,-1.679267287E0,-2.541197538E-1
3.346023130E-1,4.445568323E-1,-1.769675255E0,-2.571740746E-1
3.393575740E-1,4.427242577E-1,-1.840535522E0,-2.174678594E-1
3.441128860E-1,4.415025115E-1,-1.935219646E0,-1.343902498E-1
3.488681990E-1,4.482220411E-1,-2.027460098E0,-3.665188700E-2
3.536235110E-1,4.683805704E-1,-2.128863811E0,5.192350596E-2
3.583787720E-1,5.025889874E-1,-2.275471210E0,1.185077652E-1
3.631340840E-1,5.612320304E-1,-2.467282772E0,1.631008983E-1
3.678893970E-1,6.498073936E-1,-2.680474758E0,1.887572110E-1
3.726446570E-1,7.707586288E-1,-2.905883789E0,2.046397030E-1
3.773999700E-1,9.228639603E-1,-3.144120932E0,2.156352699E-1
3.821552820E-1,1.098793030E0,-3.397629976E0,2.290742993E-1
3.869105430E-1,1.288771987E0,-3.651749611E0,2.480110973E-1
3.916658550E-1,1.478750944E0,-3.911978006E0,2.645044625E-1
3.964211680E-1,1.652236462E0,-4.164875984E0,2.797760665E-1
4.011764280E-1,1.790902853E0,-4.409832954E0,3.048215210E-1
4.059317410E-1,1.883754253E0,-4.626079082E0,3.506363928E-1
4.106870530E-1,1.912464857E0,-4.839881420E0,4.245510101E-1
4.154423660E-1,1.891084671E0,-5.028638840E0,5.198459029E-1
4.201976260E-1,1.826332927E0,-5.118435860E0,6.230821013E-1
4.249529380E-1,1.715766430E0,-5.119657516E0,7.391464114E-1
4.297082510E-1,1.574045777E0,-5.049408436E0,8.588758707E-1
4.344635110E-1,1.417664409E0,-4.912574768E0,9.676098228E-1
4.392188240E-1,1.260672212E0,-4.737256527E0,1.053130865E0
4.439741360E-1,1.107345104E0,-4.549109936E0,1.112995625E0
4.487294490E-1,9.631810188E-1,-4.357298374E0,1.156367064E0
4.534847090E-1,8.373429179E-1,-4.174649715E0,1.183855891E0
4.582400220E-1,7.341067195E-1,-4.028653145E0,1.208290577E0
4.629953340E-1,6.608029604E-1,-3.942521334E0,1.233946800E0
4.677505950E-1,6.284271479E-1,-3.926028013E0,1.256548882E0
4.725059070E-1,6.369792223E-1,-3.971231937E0,1.282205224E0
4.772612200E-1,6.809614897E-1,-4.068359375E0,1.324965715E0
4.820164800E-1,7.438805699E-1,-4.205803871E0,1.380554438E0
4.867717930E-1,8.061888218E-1,-4.358520031E0,1.453858137E0
4.915271050E-1,8.471167088E-1,-4.502073288E0,1.554039955E0
4.962823660E-1,8.507819176E-1,-4.643794060E0,1.673769474E0
5.010376780E-1,8.373429179E-1,-4.692052364E0,1.785557747E0
5.057929910E-1,7.951932549E-1,-4.641961575E0,1.886961341E0
5.105483030E-1,7.255546451E-1,-4.486190796E0,1.981645346E0
5.153035630E-1,6.357575059E-1,-4.234514713E0,2.066555500E0
5.200588760E-1,5.276344419E-1,-3.893041134E0,2.139859438E0
5.248141880E-1,3.956876695E-1,-3.524689674E0,2.192393780E0
5.295694490E-1,2.533561587E-1,-3.158170938E0,2.208276272E0
5.343247610E-1,1.134681329E-1,-2.795928001E0,2.198502302E0
5.390800740E-1,-8.704823442E-3,-2.448346138E0,2.182008982E0
5.438353340E-1,-1.082757786E-1,-2.140470266E0,2.161850452E0
5.485906470E-1,-1.840230078E-1,-1.901011229E0,2.134361506E0
5.533459590E-1,-2.377791107E-1,-1.745240688E0,2.093433619E0
5.581012200E-1,-2.713766694E-1,-1.661552191E0,2.050062180E0
5.628565320E-1,-2.872591615E-1,-1.632230639E0,2.017686367E0
5.676118450E-1,-2.878700197E-1,-1.626732945E0,2.000582218E0
5.723671570E-1,-2.854265571E-1,-1.649334908E0,1.998138666E0
5.771224180E-1,-2.903134823E-1,-1.687819362E0,2.011577606E0
5.818777300E-1,-3.061959743E-1,-1.724471331E0,2.035401344E0
5.866330430E-1,-3.391826749E-1,-1.745851517E0,2.072664261E0
5.913883030E-1,-3.929387629E-1,-1.755014539E0,2.123365879E0
5.961436160E-1,-4.442514181E-1,-1.669493437E0,2.180176497E0
6.008989280E-1,-4.992292523E-1,-1.524107575E0,2.243095398E0
6.056541880E-1,-5.633700490E-1,-1.369558811E0,2.298073292E0
6.104095010E-1,-6.305651665E-1,-1.221729517E0,2.324951410E0
6.151648130E-1,-6.824886799E-1,-1.080008984E0,2.324340582E0
6.199201260E-1,-7.099775672E-1,-9.370665550E-1,2.302349329E0
6.246753860E-1,-7.130318880E-1,-7.941241860E-1,2.262643099E0
6.294306990E-1,-6.916516423E-1,-6.701186895E-1,2.213773966E0
6.341859590E-1,-6.513345838E-1,-5.766563416E-1,2.166126490E0
6.389412720E-1,-5.975784659E-1,-5.204567909E-1,2.120311737E0
6.436965840E-1,-5.297724605E-1,-4.941896200E-1,2.077551126E0
6.484518970E-1,-4.491383433E-1,-4.966330528E-1,2.036012411E0
6.532071570E-1,-3.587303460E-1,-5.326740742E-1,1.993862629E0
6.579624700E-1,-2.701549530E-1,-6.029235125E-1,1.953545570E0
6.627177820E-1,-1.919642538E-1,-7.061597109E-1,1.915671945E0
