"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.603049278E-3,5.322845405E1,1.040405470E1,2.787073135E1,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.304101944E-2,5.322849214E1,1.040402901E1,3.367363930E1,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
1.304101944E-2,5.322849126E1,1.040402984E1,3.370243645E1,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
5.147112012E0,5.322861286E1,1.040395456E1,3.372776413E1,-1.000000000E0,-1.000000000E0,6.900000000E1,6.900000000E1
1.907670403E1,5.322871765E1,1.040388945E1,3.372713852E1,-1.000000000E0,-1.000000000E0,1.420237630E2,1.420237630E2
1.908767402E1,5.322871765E1,1.040388945E1,3.372713852E1,-1.000000000E0,-1.000000000E0,1.420237630E2,1.420237630E2
1.909589005E1,5.322871765E1,1.040388945E1,3.372713852E1,-1.000000000E0,-1.000000000E0,1.420237630E2,1.420237630E2
2.082008910E1,5.322871765E1,1.040388945E1,3.372733307E1,-1.000000000E0,-1.000000000E0,1.420237641E2,1.420237641E2
2.083240306E1,5.322871765E1,1.040388945E1,3.372733307E1,-1.000000000E0,-1.000000000E0,1.420237641E2,1.420237641E2
2.084480906E1,5.322871765E1,1.040388945E1,3.372733307E1,-1.000000000E0,-1.000000000E0,1.420237641E2,1.420237641E2
