"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.327871029E0,5.323012390E1,1.039606530E1,3.774621638E1,0.000000000E0,0.000000000E0,1.585099983E1,1.224286318E0
3.214523075E0,5.323016621E1,1.039624135E1,5.732830885E1,0.000000000E0,0.000000000E0,1.200000000E1,1.653169441E1
4.216639074E0,5.323009943E1,1.039618355E1,3.984560559E1,0.000000000E0,0.000000000E0,6.000000000E0,8.077006340E0
5.229738958E0,5.323009932E1,1.039618145E1,3.896635944E1,0.000000000E0,0.000000000E0,8.000000000E0,1.497316074E1
6.225229919E0,5.323011195E1,1.039617713E1,3.911874343E1,3.042320013E0,2.012870312E0,1.200000000E1,3.292952347E1
7.221897995E0,5.323014530E1,1.039618397E1,3.914144380E1,3.583819866E0,1.615236092E1,1.200000000E1,3.029552650E1
8.241304956E0,5.323017491E1,1.039619805E1,3.946396089E1,0.000000000E0,0.000000000E0,1.200000000E1,2.667392349E1
9.232973263E0,5.323019814E1,1.039620314E1,4.010628532E1,0.000000000E0,0.000000000E0,8.000000000E0,1.841127586E1
1.023117092E1,5.323023254E1,1.039623419E1,3.460620737E1,0.000000000E0,0.000000000E0,6.000000000E0,1.148552418E1
1.125890465E1,5.323026064E1,1.039624058E1,3.480945396E1,3.163633347E0,6.672597408E0,1.200000000E1,2.941252899E1
1.227489418E1,5.323028932E1,1.039623988E1,3.613978083E1,0.000000000E0,0.000000000E0,1.200000000E1,2.139996529E1
1.325515822E1,5.323031740E1,1.039624901E1,3.731072961E1,0.000000000E0,0.000000000E0,8.000000000E0,1.973004913E1
1.425995441E1,5.323035037E1,1.039627506E1,4.105452132E1,4.078361034E0,1.506045914E1,8.000000000E0,1.152271557E1
1.524838491E1,5.323038863E1,1.039630556E1,4.129885181E1,4.455267906E0,4.064409733E0,8.000000000E0,1.711740875E1
1.626363764E1,5.323042266E1,1.039630732E1,4.186312076E1,0.000000000E0,0.000000000E0,8.000000000E0,1.267415810E1
1.726904114E1,5.323046807E1,1.039632651E1,4.220443865E1,0.000000000E0,0.000000000E0,6.000000000E0,1.548228264E1
1.825850799E1,5.323050936E1,1.039634379E1,3.832903615E1,1.649721861E0,1.434059048E1,6.000000000E0,1.131388760E1
1.924623014E1,5.323054712E1,1.039636893E1,3.899519845E1,2.982147455E0,1.255579090E1,6.000000000E0,8.974076271E0
2.071076248E1,5.323059374E1,1.039637897E1,3.875646330E1,3.338866234E0,1.291048908E1,6.000000000E0,7.105012417E0
2.172133545E1,5.323061481E1,1.039640171E1,3.800320830E1,3.192522526E0,2.029317093E1,6.000000000E0,6.590844631E0
2.272217748E1,5.323064050E1,1.039642722E1,3.728604349E1,3.231792688E0,3.975407410E1,6.000000000E0,6.122770309E0
2.372018133E1,5.323065959E1,1.039646178E1,3.713922384E1,3.247625589E0,4.117289734E1,6.000000000E0,5.812237263E0
2.471763006E1,5.323068161E1,1.039650031E1,3.666339316E1,3.307387352E0,5.577515793E1,4.000000000E0,5.551662922E0
2.572145790E1,5.323069379E1,1.039654889E1,3.604240565E1,3.344678879E0,6.080603790E1,4.000000000E0,5.206838131E0
2.672359144E1,5.323070721E1,1.039660022E1,3.506705417E1,3.398192644E0,6.253670502E1,4.000000000E0,4.962402344E0
2.771941687E1,5.323071907E1,1.039665487E1,3.400581793E1,3.419583797E0,6.655528259E1,4.000000000E0,4.804473877E0
2.872861379E1,5.323072519E1,1.039669711E1,3.388513201E1,3.287761927E0,7.093754578E1,4.000000000E0,4.759121418E0
2.972734625E1,5.323072139E1,1.039674335E1,3.396907016E1,3.216636896E0,7.216631317E1,4.000000000E0,4.612253189E0
3.072108782E1,5.323072131E1,1.039679019E1,3.355241605E1,3.157896519E0,7.705212402E1,4.000000000E0,4.593566418E0
3.172843167E1,5.323071975E1,1.039683962E1,3.289008259E1,3.138524532E0,8.038488007E1,4.000000000E0,4.471974850E0
3.272444928E1,5.323072254E1,1.039688350E1,3.307897282E1,3.101276159E0,8.125946045E1,4.000000000E0,4.403369904E0
3.370870717E1,5.323072366E1,1.039692878E1,3.291291604E1,3.039628983E0,8.506096649E1,4.000000000E0,4.402266502E0
3.471507990E1,5.323072309E1,1.039695907E1,3.322978554E1,2.876376152E0,8.735492706E1,4.000000000E0,4.416097641E0
3.571370963E1,5.323072290E1,1.039698641E1,3.352478378E1,2.685271740E0,8.538471222E1,4.000000000E0,4.419432640E0
3.672263894E1,5.323072001E1,1.039700507E1,3.370447963E1,2.121555090E0,8.538471222E1,4.000000000E0,4.278563499E0
3.773042805E1,5.323071941E1,1.039701224E1,3.448284785E1,1.054563046E0,8.538471222E1,4.000000000E0,4.207312107E0
3.870965024E1,5.323071891E1,1.039701578E1,3.453007293E1,6.469392776E-1,8.538471222E1,4.000000000E0,4.177597046E0
3.972738986E1,5.323071846E1,1.039702152E1,3.456191791E1,5.101188421E-1,8.538471222E1,4.000000000E0,4.137458801E0
4.072586524E1,5.323071869E1,1.039702691E1,3.477506519E1,3.458839953E-1,8.538471222E1,4.000000000E0,4.115808010E0
4.172931270E1,5.323071869E1,1.039703119E1,3.467657627E1,2.415480465E-1,8.538471222E1,4.000000000E0,4.072844982E0
