Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4.001835125,13.075228023895757,-23.7851050589023,10.852836801665227
4.011762917,12.869556438317167,-24.02637633767142,10.728494929234172
4.021688917,12.664411855440902,-24.266101325075397,10.604495302333728
4.031615917,12.45979720246308,-24.504278763916975,10.480839375545877
4.041542917,12.255715376331894,-24.740907455889413,10.357528591832295
4.051469917,12.052169243025498,-24.97598626423956,10.234564382563226
4.061395917,11.849161636840744,-25.209514116424398,10.111948167546315
4.071322917,11.646695359693881,-25.441490006757803,9.989681355056042
4.081249917,11.444773180434236,-25.671912999044007,9.867765341864331
4.091176917,11.243397834171997,-25.900782229194476,9.746201513272746
4.101102917,11.042572021621178,-26.128096907824997,9.624991243146628
4.111029917,10.842298408458834,-26.353856322829863,9.50413589395136
4.120956917,10.642579624701574,-26.578059841929843,9.38363681679098
4.130883917,10.443418264100382,-26.80070691519076,9.263495351449187
4.140809917,10.244816883554783,-27.021797077509824,9.143712826432763
4.150736917,10.046778002547391,-27.24132995106709,9.024290559017372
4.160663917,9.849304102599898,-27.459305247739316,8.9052298552957
4.170590917,9.652397626751418,-27.67572277147351,8.786532010227825
4.180516917,9.456060979059892,-27.89058242061757,8.668198307693716
4.190443917,9.260296524127222,-28.103884190205477,8.55023002054771
4.200370917,9.065106586648744,-28.315628174194536,8.432628410674802
4.210296917,8.870493450987556,-28.52581456765216,8.315394729048464
4.220223917,8.676459360774174,-28.7344436688899,8.198530215789722
4.230150917,8.483006518531896,-28.941515881542543,8.082036100227246
4.240077917,8.290137085328233,-29.14703171658992,7.965913600958254
4.250003917,8.09785318045274,-29.350991794319146,7.850163925910071
4.259930917,7.906156881121469,-29.553396846225105,7.734788272402083
4.269857917,7.715050222208331,-29.75424771684708,7.619787827207871
4.279784917,7.524535196003493,-29.95354536553939,7.505163766617174
4.289710917,7.334613751998898,-30.151290868173998,7.3909172564973575
4.299637917,7.14528779670095,-30.347485418772923,7.277049452354092
4.309564917,6.956559193470418,-30.542130331068435,7.163561499391067
4.319491917,6.768429762389527,-30.735227039988896,7.050454532568601
4.329417917,6.580901280156164,-30.926777103068304,6.9377296766609104
4.339344917,6.393975480005097,-31.116782201777422,6.825388046311836
4.349271917,6.207654051656168,-31.305244142774576,6.713430746088854
4.359198917,6.021938641289357,-31.492164859074613,6.601858870535219
4.369124917,5.836830851546614,-31.67754641113447,6.490673504220087
4.379051917,5.652332241560283,-31.861390987853756,6.379875721786369
4.388978917,5.468444327007972,-32.043700907488834,6.2694665879961375
4.398904917,5.285168580193664,-32.22447861847863,6.159447157773392
4.408831917,5.102506430154907,-32.40372670018061,6.049818476243947
4.418758917,4.920459262795795,-32.58144786351528,5.940581578772257
4.428685917,4.739028421045499,-32.75764495151767,5.831737490995001
4.438611917,4.558215205042101,-32.93232093979493,5.7232872288513
4.448538917,4.37802087234146,-33.10547893688912,5.615231798609419
4.458465917,4.198446638150789,-33.27712218454487,5.507572196889828
4.468392917,4.019493675586609,-33.44725405788136,5.400309410684543
4.478318917,3.8411631159566597,-33.61587806546852,5.293444417372695
4.488245917,3.663456049065324,-33.782997849307435,5.186978184732217
4.498172917,3.486373523542059,-33.948617184714884,5.08091167094764
4.508099917,3.3099165471923517,-34.11273998011232,4.975245824613989
4.518025917,3.1340860873706364,-34.27537027671941,4.869981584736768
4.527952917,2.958883071374569,-34.436512248152425,4.765119880728019
4.537879917,2.7843083868599954,-34.596170199928274,4.660661632398511
4.547806917,2.6103628822759064,-34.754348568874576,4.5566077499460595
4.557732917,2.437047367318639,-34.91105192244655,4.452959133940017
4.567659917,2.264362613404571,-35.06628495795146,4.349716675301991
4.577586917,2.092309354160548,-35.2200525016813,4.246881255282822
4.587512917,1.920888285931259,-35.37235950795435,4.144453745435844
4.597439917,1.7501000683027634,-35.52321105806617,4.042435007586398
4.607366917,1.5799453246413864,-35.672612359150904,3.940825893797549
4.617293917,1.4104246426472016,-35.82056874295367,3.83962724633195
4.627219917,1.2415385749213097,-35.96708566451502,3.738839897609792
4.637146917,1.0732876395460986,-36.112168700768976,3.6384646701628034
4.647073917,0.9056723206776635,-36.25582354905623,3.538502376584302
4.657000917,0.7386930691495542,-36.3980560255545,3.43895381947532
4.666926917,0.5723503030870067,-36.53887206362792,3.339819791386912
4.676853917,0.4066444085307827,-36.67827771209753,3.2411010747587508
4.686780917,0.24157574006972726,-36.816279133435195,3.142798441854161
4.696707917,0.07714462148113142,-36.95288260188376,3.0449126546917173
4.706633917,-0.08664865362203124,-37.088094501506504,2.947444464973578
4.716560917,-0.24980382113793978,-37.22192132416859,2.850394614010715
4.726487917,-0.41232064581778005,-37.35436966745343,2.7537638326452263
4.736414917,-0.5741989206035575,-37.48544623251683,2.657552841169912
4.746340917,-0.7354384659627909,-37.6151578218817,2.5617623492453196
4.756267917,-0.8960391292209813,-37.743511337176365,2.4663930558144957
4.766194917,-1.056000783892718,-37.87051377681902,2.3714456490156937
