"event","experiment time","system time","system time text"
"START",0.000000000E0,1686820913.711,"2023-06-15 11:21:53.711 UTC+02:00"
"PAUSE",1.507487020E1,1686820928.786,"2023-06-15 11:22:08.786 UTC+02:00"
