"event","experiment time","system time","system time text"
"START",0.000000000E0,1686652699.037,"2023-06-13 12:38:19.037 UTC+02:00"
"PAUSE",4.816007004E1,1686652747.197,"2023-06-13 12:39:07.197 UTC+02:00"
