"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.028597355E-2,5.325196090E1,1.043270689E1,3.625204468E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
1.137292385E-2,5.325196049E1,1.043271255E1,3.599075890E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
1.137292385E-2,5.325196136E1,1.043270796E1,3.590296745E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
1.608859897E0,5.325196144E1,1.043270832E1,3.584851837E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.109467387E0,5.325197607E1,1.043257084E1,3.550706046E1,2.088740468E-1,2.965060313E2,3.930763344E1,3.930763344E1
3.059460759E0,5.325208807E1,1.043222246E1,3.549157543E1,1.145701334E-1,2.789228066E2,1.995398498E1,1.995398498E1
4.009453535E0,5.325214266E1,1.043215387E1,3.550522623E1,2.088740468E-1,6.295302367E-1,1.516792104E1,1.516792104E1
4.981446743E0,5.325217885E1,1.043209650E1,3.556765164E1,5.977210999E-1,2.041315274E1,1.174398911E1,1.174398911E1
5.980440497E0,5.325220518E1,1.043205248E1,3.566081620E1,1.093341231E0,2.562851341E1,8.922804585E0,8.922804585E0
6.980432987E0,5.325223492E1,1.043204009E1,3.576249453E1,1.563634753E0,3.075997447E1,8.706692849E0,8.706692849E0
7.980426311E0,5.325224488E1,1.043204898E1,3.576487469E1,1.563634753E0,4.912446244E1,6.303427446E0,6.303427446E0
8.980419159E0,5.325226364E1,1.043204157E1,3.578199830E1,1.692919493E0,3.811187777E1,8.111447822E0,8.111447822E0
9.981411815E0,5.325228336E1,1.043203553E1,3.581184148E1,1.676859379E0,3.962412727E1,5.873839842E0,5.873839842E0
1.098240566E1,5.325229564E1,1.043203827E1,3.583083800E1,1.676859379E0,3.327371936E1,5.705156093E0,5.705156093E0
1.198239815E1,5.325230526E1,1.043204996E1,3.590215746E1,1.633476496E0,3.363166141E1,8.028762397E0,8.028762397E0
1.298239148E1,5.325231748E1,1.043206352E1,3.590215774E1,1.633476496E0,3.363167227E1,8.028762397E0,8.028762397E0
1.398238409E1,5.325233150E1,1.043207473E1,3.593038753E1,1.633476496E0,3.773128409E1,8.133077161E0,8.133077161E0
1.498237741E1,5.325234296E1,1.043209387E1,3.583786077E1,1.769731641E0,4.868357073E1,8.743939909E0,8.743939909E0
1.598237085E1,5.325235928E1,1.043210344E1,3.588899151E1,1.769731641E0,3.197597634E1,1.058286840E1,1.058286840E1
1.698236299E1,5.325236645E1,1.043212145E1,3.594753827E1,1.669502258E0,4.613358415E1,6.827582697E0,6.827582697E0
1.798135662E1,5.325237791E1,1.043213633E1,3.596578540E1,1.623123288E0,4.030636662E1,6.638678681E0,6.638678681E0
1.898134947E1,5.325238793E1,1.043214627E1,3.606402573E1,1.596832156E0,4.203242530E1,5.595577100E0,5.595577100E0
1.998134279E1,5.325240798E1,1.043215502E1,3.599769880E1,1.863779902E0,3.534823699E1,6.215329282E0,6.215329282E0
2.098133588E1,5.325242191E1,1.043217028E1,3.598879757E1,1.869027972E0,3.657684740E1,1.002831145E1,1.002831145E1
2.198132873E1,5.325243264E1,1.043219044E1,3.600242711E1,1.863779902E0,3.594055367E1,9.073122882E0,9.073122882E0
2.298132145E1,5.325244399E1,1.043220759E1,3.601491277E1,1.774346590E0,3.687377248E1,9.276760244E0,9.276760244E0
2.398131442E1,5.325245872E1,1.043222468E1,3.608200392E1,1.667087674E0,3.316272358E1,9.302873883E0,9.302873883E0
2.498130763E1,5.325247001E1,1.043224259E1,3.601499740E1,1.669451594E0,3.930957376E1,8.037649801E0,8.037649801E0
2.598130107E1,5.325248320E1,1.043226169E1,3.599890937E1,1.669451594E0,3.767080883E1,6.053029200E0,6.053029200E0
2.698129404E1,5.325249523E1,1.043227131E1,3.598933749E1,1.646914721E0,3.329162446E1,7.743940262E0,7.743940262E0
2.798128676E1,5.325250636E1,1.043228966E1,3.602939432E1,1.595332026E0,3.963440758E1,6.876176802E0,6.876176802E0
2.898127997E1,5.325252054E1,1.043230127E1,3.606574973E1,1.587884784E0,2.895009352E1,6.089724183E0,6.089724183E0
2.998127317E1,5.325252958E1,1.043231895E1,3.609938777E1,1.593326569E0,3.926127144E1,1.578467770E1,1.578467770E1
3.098126578E1,5.325254351E1,1.043233913E1,3.609944502E1,1.593326569E0,3.828996483E1,9.650457333E0,9.650457333E0
3.198125947E1,5.325255320E1,1.043235584E1,3.609466216E1,1.491479278E0,4.137088338E1,4.344126569E0,4.344126569E0
3.298125148E1,5.325255980E1,1.043236873E1,3.572049096E1,1.596607495E0,4.292624548E1,4.865374388E0,4.865374388E0
3.398124528E1,5.325256793E1,1.043237729E1,3.584366592E1,1.301154317E0,3.754857153E1,4.853333717E0,4.853333717E0
3.498123848E1,5.325257858E1,1.043239242E1,3.568893977E1,1.274019723E0,4.009464361E1,4.839250856E0,4.839250856E0
3.598123145E1,5.325258700E1,1.043240198E1,3.578253577E1,1.349514962E0,4.385758369E1,4.785595005E0,4.785595005E0
3.698122394E1,5.325260212E1,1.043241397E1,3.600002084E1,1.560170025E0,3.657056575E1,4.783358122E0,4.783358122E0
3.798121691E1,5.325260842E1,1.043243153E1,3.595897810E1,1.260919795E0,4.241296195E1,4.776820799E0,4.776820799E0
3.898120964E1,5.325261813E1,1.043244527E1,3.604885421E1,1.287009718E0,4.045793638E1,4.780308658E0,4.780308658E0
3.998120224E1,5.325262716E1,1.043246852E1,3.597796373E1,1.391844194E0,4.516714750E1,4.783255764E0,4.783255764E0
4.098119557E1,5.325263539E1,1.043248243E1,3.636167641E1,1.318578520E0,4.395141151E1,4.784036100E0,4.784036100E0
4.198118937E1,5.325264854E1,1.043250258E1,3.646703717E1,1.587581507E0,4.023944881E1,4.774906582E0,4.774906582E0
4.298118222E1,5.325265518E1,1.043251098E1,3.684456556E1,1.262323796E0,3.645852483E1,4.772115356E0,4.772115356E0
4.398117518E1,5.325266971E1,1.043252706E1,3.710268565E1,1.616641692E0,3.372881601E1,4.772291631E0,4.772291631E0
4.498116803E1,5.325267875E1,1.043253790E1,3.685555371E1,1.238407830E0,3.181335998E1,4.761822950E0,4.761822950E0
4.598116112E1,5.325268727E1,1.043255297E1,3.676302295E1,1.230317122E0,3.661161338E1,4.766846106E0,4.766846106E0
4.698115349E1,5.325270249E1,1.043257286E1,3.641227424E1,1.620473486E0,3.564525436E1,4.769790392E0,4.769790392E0
4.798114705E1,5.325270618E1,1.043258713E1,3.603705726E1,1.220232558E0,4.365633082E1,4.762932567E0,4.762932567E0
4.898114002E1,5.325271713E1,1.043260377E1,3.664986412E1,1.368824503E0,4.179308597E1,4.767380018E0,4.767380018E0
4.998113263E1,5.325272539E1,1.043262328E1,3.687201715E1,1.393447547E0,4.689455909E1,4.773072599E0,4.773072599E0
5.098112643E1,5.325273419E1,1.043264411E1,3.683005417E1,1.485821453E0,5.097687484E1,4.772307489E0,4.772307489E0
5.198111892E1,5.325274490E1,1.043265845E1,3.704058613E1,1.462720853E0,4.699503808E1,4.772552382E0,4.772552382E0
5.298111260E1,5.325275297E1,1.043267442E1,3.686024561E1,1.420860592E0,4.566861234E1,4.775046066E0,4.775046066E0
5.398110533E1,5.325276475E1,1.043269303E1,3.625928541E1,1.571859989E0,4.309290050E1,4.779901095E0,4.779901095E0
5.498109806E1,5.325276914E1,1.043271040E1,3.649335963E1,1.242076875E0,4.858014052E1,4.766169270E0,4.766169270E0
5.598109221E1,5.325277995E1,1.043272612E1,3.716984286E1,1.329695797E0,4.419485101E1,4.770756288E0,4.770756288E0
5.698108435E1,5.325278736E1,1.043274024E1,3.648916134E1,1.183297007E0,4.340169093E1,4.774581842E0,4.774581842E0
5.798107767E1,5.325279528E1,1.043275502E1,3.656431596E1,1.083556953E0,4.506808849E1,4.773416899E0,4.773416899E0
5.898106992E1,5.325280929E1,1.043277625E1,3.688287249E1,1.446896550E0,4.167064301E1,4.775075564E0,4.775075564E0
5.998106360E1,5.325281749E1,1.043278749E1,3.717359935E1,1.262012837E0,3.950283016E1,4.779348182E0,4.779348182E0
6.098105645E1,5.325282734E1,1.043281123E1,3.626763815E1,1.445257457E0,4.529480791E1,4.780734916E0,4.780734916E0
6.198104990E1,5.325283812E1,1.043283024E1,3.615665201E1,1.520101508E0,4.409518266E1,4.784597053E0,4.784597053E0
