"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685963131514529E9,"2023-06-05 13:05:31.515 UTC+02:00"
"PAUSE",8.141626954166713E1,1.685963212930431E9,"2023-06-05 13:06:52.930 UTC+02:00"
