"event","experiment time","system time","system time text"
"START",0.000000000E0,1686820945.350,"2023-06-15 11:22:25.350 UTC+02:00"
"PAUSE",1.729830000E1,1686820962.648,"2023-06-15 11:22:42.648 UTC+02:00"
