"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.423767328E-1,5.322983557E1,1.040040164E1,3.479981523E1,0.000000000E0,2.960739285E2,4.742283282E0,4.742283282E0
1.942371845E0,5.322983698E1,1.040040200E1,3.479381967E1,0.000000000E0,2.960739287E2,4.747289618E0,4.747289618E0
2.942594528E0,5.322983688E1,1.040039788E1,3.471962846E1,0.000000000E0,2.960739255E2,4.757524642E0,4.757524642E0
3.942146778E0,5.322982839E1,1.040040241E1,3.457268336E1,0.000000000E0,2.960739296E2,4.773934115E0,4.773934115E0
4.942142606E0,5.322982702E1,1.040040219E1,3.443826300E1,0.000000000E0,2.960739296E2,4.791755088E0,4.791755088E0
5.942764759E0,5.322982924E1,1.040040157E1,3.441460344E1,0.000000000E0,2.960739289E2,4.791866669E0,4.791866669E0
6.941716313E0,5.322982924E1,1.040040157E1,3.441460344E1,0.000000000E0,2.960739289E2,4.798152818E0,4.798152818E0
7.941712499E0,5.322982419E1,1.040040340E1,3.493753827E1,0.000000000E0,2.960739307E2,4.819229036E0,4.819229036E0
8.942009807E0,5.322980233E1,1.040040428E1,3.501973659E1,1.178640138E0,1.769012135E2,4.815172275E0,4.815172275E0
9.941504002E0,5.322978362E1,1.040040846E1,3.471641667E1,1.839341747E0,1.713579473E2,4.811418786E0,4.811418786E0
1.094149995E1,5.322976173E1,1.040040927E1,3.480979187E1,2.302147378E0,1.712083693E2,4.817132869E0,4.817132869E0
1.194180512E1,5.322973517E1,1.040039941E1,3.471614403E1,2.674662398E0,1.781532394E2,4.820853605E0,4.820853605E0
1.294180918E1,5.322970521E1,1.040039105E1,3.504080193E1,3.056925791E0,1.814017513E2,4.830346942E0,4.830346942E0
1.394180548E1,5.322967074E1,1.040038883E1,3.492581004E1,3.331838741E0,1.807927756E2,4.835167794E0,4.835167794E0
1.494180024E1,5.322964846E1,1.040038766E1,3.503601916E1,2.938566297E0,1.810030899E2,4.861131514E0,4.861131514E0
1.594179618E1,5.322961788E1,1.040038543E1,3.533548447E1,3.118298050E0,1.806099552E2,5.026882462E0,5.026882462E0
1.694179177E1,5.322957734E1,1.040040169E1,3.538726235E1,3.745202756E0,1.741298258E2,5.132565505E0,5.132565505E0
1.794178665E1,5.322954566E1,1.040039763E1,3.516073529E1,3.576738498E0,1.773990877E2,5.198877272E0,5.198877272E0
1.894178283E1,5.322951240E1,1.040039443E1,3.471059201E1,3.626127872E0,1.781011406E2,5.189369692E0,5.189369692E0
1.994177818E1,5.322948166E1,1.040039370E1,3.529160666E1,3.717811995E0,1.792508084E2,5.189869986E0,5.189869986E0
2.094177389E1,5.322945486E1,1.040039032E1,3.504271612E1,3.442935428E0,1.817855018E2,5.322277404E0,5.322277404E0
2.194176853E1,5.322943228E1,1.040037302E1,3.489381609E1,3.008598243E0,1.890663218E2,5.368864904E0,5.368864904E0
2.294176495E1,5.322940218E1,1.040036847E1,3.484947136E1,3.135059911E0,1.889478461E2,5.415775136E0,5.415775136E0
2.394175947E1,5.322937555E1,1.040036877E1,3.536992307E1,3.205539280E0,1.826783090E2,5.491024854E0,5.491024854E0
2.494175577E1,5.322935488E1,1.040037253E1,3.546784528E1,2.937826686E0,1.739919126E2,5.438663866E0,5.438663866E0
2.594175088E1,5.322935176E1,1.040042172E1,3.555797252E1,2.218601117E0,1.355414127E2,5.070959314E0,5.070959314E0
2.694174659E1,5.322934067E1,1.040046553E1,3.526900687E1,2.710628942E0,1.158389070E2,4.922863668E0,4.922863668E0
2.794174218E1,5.322932608E1,1.040049545E1,3.552966672E1,2.766843686E0,1.160683763E2,4.935293064E0,4.935293064E0
2.894173729E1,5.322932379E1,1.040055075E1,3.528064014E1,2.876185626E0,9.963270684E1,4.926165461E0,4.926165461E0
2.994173324E1,5.322931261E1,1.040058813E1,3.535664246E1,2.684142619E0,1.000431187E2,4.917108729E0,4.917108729E0
3.094172788E1,5.322931314E1,1.040059276E1,3.540765843E1,1.390589528E0,9.573820744E1,4.911930676E0,4.911930676E0
3.194172370E1,5.322931163E1,1.040062451E1,3.542158377E1,1.650449052E0,9.163063661E1,4.915584043E0,4.915584043E0
3.294171977E1,5.322931283E1,1.040066397E1,3.546869174E1,2.035037851E0,8.706604393E1,4.914648085E0,4.914648085E0
3.394171512E1,5.322932244E1,1.040068942E1,3.527810210E1,2.047267480E0,7.258542200E1,4.915618191E0,4.915618191E0
3.494171047E1,5.322931435E1,1.040072126E1,3.591160143E1,2.279252670E0,8.196756130E1,4.919754775E0,4.919754775E0
3.594170570E1,5.322930605E1,1.040078554E1,3.546840637E1,3.215524000E0,9.125757529E1,4.928482783E0,4.928482783E0
3.694170129E1,5.322930175E1,1.040084638E1,3.510882634E1,3.803962770E0,9.225328443E1,4.931579792E0,4.931579792E0
3.794169652E1,5.322930101E1,1.040089837E1,3.518776669E1,3.635379708E0,9.022514616E1,4.954160854E0,4.954160854E0
3.894169271E1,5.322930896E1,1.040095417E1,3.560663567E1,3.698479207E0,8.390890030E1,4.964275328E0,4.964275328E0
3.994168818E1,5.322930550E1,1.040101380E1,3.572779848E1,3.689176724E0,8.640267616E1,4.965054817E0,4.965054817E0
4.094168329E1,5.322930327E1,1.040107049E1,3.550455859E1,3.465684990E0,8.880387241E1,4.983637305E0,4.983637305E0
4.194167888E1,5.322930299E1,1.040112899E1,3.615292222E1,3.316636157E0,8.733912389E1,4.997005887E0,4.997005887E0
4.294167435E1,5.322930742E1,1.040118379E1,3.606077863E1,3.259698282E0,8.375642449E1,4.998828345E0,4.998828345E0
4.394167006E1,5.322930936E1,1.040125194E1,3.527819934E1,3.581379963E0,8.056213508E1,4.982817908E0,4.982817908E0
4.494166565E1,5.322931181E1,1.040130069E1,3.515673155E1,3.146090964E0,7.980998238E1,4.974725872E0,4.974725872E0
4.594166112E1,5.322930682E1,1.040135991E1,3.560750642E1,3.196712927E0,8.619694888E1,4.978457444E0,4.978457444E0
4.694165671E1,5.322930443E1,1.040140353E1,3.591744951E1,2.675389490E0,8.859865082E1,4.988415916E0,4.988415916E0
4.794165206E1,5.322929503E1,1.040145603E1,3.555019918E1,2.884756726E0,9.561320701E1,4.992074723E0,4.992074723E0
