"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.348442298E0,5.322963770E1,1.040380390E1,4.344305947E1,0.000000000E0,0.000000000E0,5.240000153E1,3.053453255E1
2.066416845E0,5.322938978E1,1.040199105E1,3.359402858E1,0.000000000E0,0.000000000E0,3.200000000E1,1.831468582E1
1.517129530E1,5.322926428E1,1.040308874E1,3.453762209E1,0.000000000E0,0.000000000E0,4.000000000E0,1.188837528E1
1.615363476E1,5.322926849E1,1.040310120E1,3.449192724E1,5.445581079E-1,1.275486298E2,8.000000000E0,1.121321487E1
1.715654906E1,5.322926101E1,1.040310593E1,3.566004886E1,9.146002531E-1,1.352697449E2,8.000000000E0,9.729605675E0
1.795397626E1,5.322925468E1,1.040310758E1,3.520060957E1,1.069199800E0,1.421726074E2,6.000000000E0,8.662523270E0
1.895354137E1,5.322924630E1,1.040310704E1,3.488076691E1,8.430812955E-1,1.440745544E2,6.000000000E0,7.877617836E0
1.996871899E1,5.322924151E1,1.040310701E1,3.447621719E1,8.414281607E-1,1.486147003E2,6.000000000E0,7.186667919E0
2.097022206E1,5.322923848E1,1.040310919E1,3.413728518E1,8.943075538E-1,1.449329071E2,6.000000000E0,6.600359440E0
2.197515141E1,5.322923337E1,1.040310640E1,3.369344194E1,8.217303157E-1,1.437863770E2,4.000000000E0,6.107031822E0
2.295878056E1,5.322922937E1,1.040311020E1,3.369912368E1,6.558049321E-1,1.434969330E2,4.000000000E0,5.739489079E0
2.396964418E1,5.322922453E1,1.040311224E1,3.395934803E1,1.023622751E0,1.459653625E2,4.000000000E0,5.461126804E0
2.495354898E1,5.322921765E1,1.040311712E1,3.434412578E1,1.098238707E0,1.486731567E2,4.000000000E0,5.254993439E0
2.595592764E1,5.322921042E1,1.040312086E1,3.430870367E1,8.085146546E-1,1.473827972E2,4.000000000E0,5.070687771E0
2.696241683E1,5.322920464E1,1.040312266E1,3.431365454E1,5.461255908E-1,1.470702209E2,4.000000000E0,4.926673889E0
2.797066429E1,5.322919914E1,1.040312795E1,3.452868620E1,3.548368514E-1,1.459888611E2,4.000000000E0,4.869388103E0
2.895301229E1,5.322919359E1,1.040312662E1,3.454834628E1,7.154281735E-1,1.506024933E2,4.000000000E0,4.810283661E0
2.995855721E1,5.322918666E1,1.040312954E1,3.468060689E1,5.971600413E-1,1.506029053E2,6.000000000E0,4.773385525E0
3.096236648E1,5.322917757E1,1.040312838E1,3.511383063E1,1.080456495E0,1.697664490E2,6.000000000E0,4.736764431E0
3.196899425E1,5.322916573E1,1.040312418E1,3.555597415E1,8.150917292E-1,1.810269928E2,6.000000000E0,4.726195812E0
3.295384467E1,5.322915454E1,1.040312035E1,3.674617456E1,4.337442815E-1,1.813324738E2,6.000000000E0,4.715103626E0
3.396524009E1,5.322914553E1,1.040311733E1,3.720735964E1,8.240551949E-1,1.727043457E2,8.000000000E0,4.689875603E0
3.496449205E1,5.322913534E1,1.040311581E1,3.585252213E1,9.751175046E-1,1.742268219E2,6.000000000E0,4.537297726E0
3.598441444E1,5.322912505E1,1.040311402E1,3.583781304E1,4.208369255E-1,1.855728760E2,6.000000000E0,4.487236023E0
3.697278317E1,5.322911878E1,1.040311118E1,3.599570514E1,5.451724529E-1,1.923370209E2,6.000000000E0,4.446123123E0
3.795670390E1,5.322911024E1,1.040310762E1,3.618451063E1,3.826997876E-1,1.925796967E2,6.000000000E0,4.405235767E0
3.896527570E1,5.322910440E1,1.040310563E1,3.638507071E1,4.296777248E-1,1.892281494E2,6.000000000E0,4.369997978E0
3.996213747E1,5.322910440E1,1.040310563E1,3.645124704E1,0.000000000E0,1.892281494E2,6.000000000E0,4.334646225E0
4.096831497E1,5.322910440E1,1.040310563E1,3.661938886E1,0.000000000E0,1.892281494E2,6.000000000E0,4.286042690E0
4.196883532E1,5.322910440E1,1.040310563E1,3.678416675E1,0.000000000E0,1.892281494E2,6.000000000E0,4.245977879E0
4.295943170E1,5.322910440E1,1.040310563E1,3.678839913E1,0.000000000E0,1.892281494E2,6.000000000E0,4.210874081E0
4.396839185E1,5.322910440E1,1.040310563E1,3.677874419E1,0.000000000E0,1.892281494E2,6.000000000E0,4.163001537E0
