"event","experiment time","system time","system time text"
"START",0.000000000E0,1686059997.001,"2023-06-06 15:59:57.001 UTC+02:00"
"PAUSE",7.040512568E1,1686060067.407,"2023-06-06 16:01:07.407 UTC+02:00"
