"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.932527500E-2,-4.050000191E0,-5.636250305E1,-1.524375057E1
5.932527500E-2,-3.093750238E0,-5.679375076E1,-1.494375038E1
6.932527500E-2,-3.431250095E0,-5.737500381E1,-1.531875038E1
7.932527500E-2,-3.300000191E0,-5.733750153E1,-1.565625095E1
8.932527500E-2,-3.318750143E0,-5.758125305E1,-1.558125019E1
9.932527500E-2,-3.281250238E0,-5.778750229E1,-1.573125076E1
1.093252750E-1,-3.168750048E0,-5.780625153E1,-1.541250038E1
1.193252750E-1,-3.262500048E0,-5.791875076E1,-1.531875038E1
1.293252750E-1,-3.168750048E0,-5.816250229E1,-1.545000076E1
1.393252750E-1,-3.450000048E0,-5.827500153E1,-1.573125076E1
1.493252750E-1,-3.487500191E0,-5.823750305E1,-1.582500076E1
1.593252750E-1,-3.450000048E0,-5.868750381E1,-1.582500076E1
1.693252750E-1,-3.431250095E0,-5.840625381E1,-1.601250076E1
1.793252750E-1,-3.468750238E0,-5.823750305E1,-1.616250038E1
1.893252750E-1,-3.468750238E0,-5.808750153E1,-1.657500076E1
1.993252750E-1,-3.150000095E0,-5.799375153E1,-1.672500038E1
2.093252750E-1,-3.037500143E0,-5.810625076E1,-1.683750153E1
2.193252750E-1,-2.887500048E0,-5.808750153E1,-1.681875038E1
2.293252750E-1,-2.625000000E0,-5.806875229E1,-1.685625076E1
2.393252750E-1,-2.550000191E0,-5.769375229E1,-1.696875000E1
2.493252750E-1,-2.268750191E0,-5.820000076E1,-1.689375114E1
2.593252750E-1,-1.968750119E0,-5.836875153E1,-1.685625076E1
2.693252750E-1,-1.818750024E0,-5.850000381E1,-1.711875153E1
2.793252750E-1,-1.781250119E0,-5.827500153E1,-1.766250038E1
2.893252750E-1,-1.912500024E0,-5.808750153E1,-1.788750076E1
2.993252750E-1,-1.687500119E0,-5.786250305E1,-1.822500038E1
3.093252750E-1,-1.350000024E0,-5.773125076E1,-1.860000038E1
3.193252750E-1,-1.050000072E0,-5.773125076E1,-1.886250114E1
3.293252750E-1,-9.562500119E-1,-5.720625305E1,-1.946250153E1
3.393252750E-1,-9.000000358E-1,-5.679375076E1,-1.991250038E1
3.493252750E-1,-8.437500596E-1,-5.658750153E1,-2.043750000E1
3.593252750E-1,-8.250000477E-1,-5.649375153E1,-2.090625000E1
3.693252750E-1,-4.312500060E-1,-5.623125076E1,-2.130000114E1
3.793252750E-1,3.750000149E-2,-5.619375229E1,-2.188125038E1
