"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
-1.921357475E1,5.323036250E1,1.040111610E1,3.494500233E1,0.000000000E0,0.000000000E0,2.700000000E1,3.056510210E0
1.052944639E0,5.322994245E1,1.040149638E1,3.078331645E1,2.199999988E-1,1.261999969E2,9.255500793E0,8.196328163E0
2.806784033E0,5.322996341E1,1.040149350E1,3.112526825E1,2.800000012E-1,3.197999878E2,6.732566357E0,6.787788868E0
3.810158508E0,5.322995753E1,1.040150917E1,3.053657032E1,0.000000000E0,0.000000000E0,5.941727161E0,6.057689190E0
4.807139961E0,5.322996101E1,1.040151465E1,3.150691083E1,0.000000000E0,0.000000000E0,5.752813339E0,5.825625896E0
5.808248863E0,5.322996398E1,1.040151685E1,3.201680237E1,0.000000000E0,0.000000000E0,5.364163399E0,5.352459908E0
6.806489119E0,5.322996605E1,1.040151487E1,3.172725536E1,0.000000000E0,0.000000000E0,5.014965057E0,4.972579479E0
7.806615677E0,5.322996643E1,1.040151679E1,3.209902048E1,0.000000000E0,0.000000000E0,4.800721645E0,4.699517250E0
8.807389891E0,5.322996818E1,1.040151938E1,3.202071423E1,0.000000000E0,0.000000000E0,4.822978973E0,4.514329910E0
9.807607178E0,5.322996693E1,1.040152302E1,3.295393873E1,0.000000000E0,0.000000000E0,4.566571236E0,4.091245651E0
1.080562249E1,5.322996497E1,1.040152385E1,3.292891107E1,0.000000000E0,0.000000000E0,4.378099918E0,3.777444839E0
1.180653149E1,5.322996628E1,1.040152663E1,3.331331161E1,0.000000000E0,0.000000000E0,4.324166775E0,3.664479256E0
1.280576649E1,5.322996941E1,1.040152668E1,3.399971774E1,0.000000000E0,0.000000000E0,4.164259911E0,3.513468981E0
1.380795456E1,5.322996425E1,1.040153222E1,3.372633168E1,0.000000000E0,0.000000000E0,4.078248978E0,3.426732302E0
1.480645018E1,5.322996440E1,1.040153456E1,3.358888000E1,0.000000000E0,0.000000000E0,3.984433174E0,3.325080872E0
1.580425788E1,5.322997733E1,1.040155259E1,3.226095220E1,2.190000057E0,4.600000000E1,3.963616848E0,3.275982141E0
1.680382355E1,5.322999033E1,1.040158380E1,3.315988808E1,2.230000019E0,6.580000305E1,3.936982870E0,3.258726120E0
1.780422735E1,5.323000259E1,1.040162027E1,3.417515419E1,2.740000010E0,7.150000000E1,3.997296095E0,3.347713470E0
1.880381177E1,5.323001454E1,1.040165616E1,3.387535653E1,2.829999924E0,7.419999695E1,4.074330807E0,3.402377844E0
1.980420640E1,5.323001911E1,1.040170675E1,3.339530622E1,3.609999895E0,8.530000305E1,4.075157166E0,3.290240049E0
2.080426640E1,5.323002308E1,1.040175735E1,3.262417834E1,2.910000086E0,8.540000153E1,3.864499807E0,3.158320427E0
2.180451686E1,5.323003135E1,1.040181252E1,3.269247209E1,3.440000057E0,8.100000000E1,3.935797215E0,3.382135868E0
2.280426368E1,5.323003975E1,1.040186653E1,3.384407938E1,3.410000086E0,8.209999847E1,3.920047522E0,3.441008091E0
2.380431232E1,5.323004869E1,1.040191986E1,3.380446457E1,3.410000086E0,8.259999847E1,3.889652967E0,3.529062510E0
2.480403711E1,5.323005570E1,1.040197015E1,3.317060948E1,3.460000038E0,8.309999847E1,3.790092468E0,3.293031216E0
2.580636820E1,5.323006202E1,1.040201877E1,3.261024019E1,3.319999933E0,7.790000153E1,3.823318243E0,3.478593349E0
2.680577122E1,5.323006589E1,1.040207025E1,3.263140923E1,3.579999924E0,8.530000305E1,3.883164883E0,3.584996700E0
2.780580855E1,5.323007527E1,1.040211852E1,3.219018534E1,3.700000048E0,7.130000305E1,4.003990650E0,3.762239456E0
