"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.338249868E0,5.323086770E1,1.039620970E1,3.884730516E1,0.000000000E0,0.000000000E0,1.921599960E1,1.797665238E0
6.784946803E0,5.323105809E1,1.039550419E1,4.419339759E1,2.649918318E0,2.041713562E2,4.800000000E1,3.331216049E1
8.834398801E0,5.323101336E1,1.039542926E1,5.305595645E1,3.045462370E0,2.128320160E2,1.200000000E1,1.807963562E1
9.849857262E0,5.323096208E1,1.039554340E1,5.200231374E1,3.169535875E0,2.030818024E2,1.200000000E1,1.494174671E1
1.085752242E1,5.323093765E1,1.039559376E1,4.449605901E1,2.948921680E0,2.105760193E2,1.200000000E1,1.221096897E1
1.160536749E1,5.323092229E1,1.039561085E1,4.005289049E1,3.323110819E0,2.109395599E2,8.000000000E0,1.023468399E1
1.260100907E1,5.323090207E1,1.039559418E1,3.924893775E1,3.301272154E0,2.101802673E2,6.000000000E0,9.076138496E0
1.360789822E1,5.323088018E1,1.039558200E1,3.901628283E1,3.007270575E0,2.093581390E2,6.000000000E0,8.327813148E0
1.461260895E1,5.323085526E1,1.039556943E1,3.816482438E1,2.995374680E0,2.070860291E2,6.000000000E0,7.340374470E0
1.561710834E1,5.323082901E1,1.039554520E1,3.853974513E1,3.087882519E0,2.062694092E2,6.000000000E0,6.644176006E0
1.660374626E1,5.323080192E1,1.039551914E1,3.823672992E1,3.201925755E0,2.040102386E2,4.000000000E0,6.177484035E0
1.761008291E1,5.323077221E1,1.039549642E1,3.780098762E1,3.293265581E0,2.027053986E2,4.000000000E0,5.843851566E0
1.861737464E1,5.323074288E1,1.039547535E1,3.793164031E1,3.316493511E0,1.996139221E2,4.000000000E0,5.556388855E0
1.960271060E1,5.323071629E1,1.039545741E1,3.701740919E1,3.286189318E0,1.985021210E2,6.000000000E0,5.341310024E0
2.061240222E1,5.323068612E1,1.039544354E1,3.698949111E1,3.311779499E0,1.953306885E2,6.000000000E0,5.151122570E0
2.160025606E1,5.323065490E1,1.039542656E1,3.700722942E1,3.338490009E0,1.949305725E2,8.000000000E0,4.999675751E0
2.261249060E1,5.323062725E1,1.039541215E1,3.694460090E1,3.312060833E0,1.922742767E2,6.000000000E0,4.878968239E0
2.360889556E1,5.323060012E1,1.039540112E1,3.680552975E1,3.269403458E0,1.895119019E2,6.000000000E0,4.721359730E0
2.460847975E1,5.323057094E1,1.039538749E1,3.636226413E1,3.253877401E0,1.914416351E2,6.000000000E0,4.577821732E0
2.561091610E1,5.323053889E1,1.039537370E1,3.637051972E1,3.274149179E0,1.929360046E2,6.000000000E0,4.436290741E0
2.660964129E1,5.323050850E1,1.039536207E1,3.657413177E1,3.257000923E0,1.897917938E2,4.000000000E0,4.315692902E0
2.759835440E1,5.323048018E1,1.039535205E1,3.657312279E1,3.226260900E0,1.854649200E2,6.000000000E0,4.221809864E0
2.861271771E1,5.323045535E1,1.039535228E1,3.681852939E1,3.131312847E0,1.740622406E2,8.000000000E0,4.241694927E0
2.961405740E1,5.323043622E1,1.039535139E1,3.712588703E1,2.907597542E0,1.727359161E2,4.000000000E0,4.186388493E0
3.061012025E1,5.323043378E1,1.039535696E1,3.687977293E1,2.192460060E0,1.727359161E2,4.000000000E0,4.157983780E0
3.159573013E1,5.323043225E1,1.039536059E1,3.710792936E1,1.249696016E0,1.727359161E2,6.000000000E0,4.165444374E0
3.261293344E1,5.323042561E1,1.039535922E1,3.758611716E1,9.650467634E-1,1.721664581E2,6.000000000E0,4.179693222E0
