"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.375642778E0,5.323095080E1,1.039894750E1,3.654657460E1,0.000000000E0,0.000000000E0,2.561199951E1,1.000000000E0
1.568654999E0,5.323079129E1,1.039868023E1,4.222156636E1,0.000000000E0,0.000000000E0,3.200000000E1,2.622532959E2
2.564426652E0,5.323078291E1,1.039868345E1,2.422604842E1,5.047991499E-2,9.608063507E1,2.400000000E1,9.563313293E1
3.576385344E0,5.323077825E1,1.039868040E1,5.221265358E1,3.636488458E-3,9.608063507E1,1.600000000E1,4.673429489E1
4.579288459E0,5.323074379E1,1.039874490E1,2.850391216E1,8.475272655E-1,8.192065430E1,1.600000000E1,3.215179825E1
5.589802496E0,5.323076262E1,1.039876920E1,3.424751400E1,1.672381282E0,8.303246307E1,1.200000000E1,2.160172081E1
6.614993842E0,5.323077085E1,1.039881734E1,3.516683746E1,2.295565605E0,8.564553070E1,8.000000000E0,1.446568966E1
7.619476303E0,5.323077975E1,1.039886518E1,3.565332163E1,2.663147211E0,6.362281418E1,8.000000000E0,1.171389675E1
8.618027186E0,5.323079125E1,1.039892170E1,3.499229773E1,3.074338675E0,6.483538818E1,8.000000000E0,1.027861977E1
9.607646416E0,5.323080926E1,1.039898051E1,3.539206642E1,3.433176041E0,6.179638290E1,6.000000000E0,9.203206062E0
1.061793861E1,5.323083292E1,1.039904929E1,3.568620800E1,3.834914923E0,6.584575653E1,6.000000000E0,8.256741524E0
1.161254176E1,5.323084496E1,1.039911750E1,3.525911990E1,4.037231922E0,6.794641876E1,6.000000000E0,7.463316917E0
1.261993988E1,5.323085546E1,1.039918767E1,3.534992055E1,4.170352459E0,8.301753998E1,6.000000000E0,6.776039600E0
1.361746295E1,5.323085706E1,1.039925611E1,3.601524376E1,4.230870724E0,8.929176331E1,4.000000000E0,6.193021774E0
1.461890499E1,5.323085688E1,1.039931982E1,3.554004229E1,4.240481853E0,8.334906769E1,4.000000000E0,5.837507725E0
1.560676949E1,5.323085610E1,1.039938756E1,3.571415199E1,4.288817406E0,8.806912231E1,4.000000000E0,5.424054623E0
1.662414641E1,5.323085295E1,1.039945703E1,3.576697119E1,4.296490192E0,7.849916840E1,4.000000000E0,5.093317509E0
1.760770637E1,5.323085726E1,1.039951382E1,3.564555168E1,4.225196362E0,7.702447510E1,4.000000000E0,4.806926250E0
1.861332772E1,5.323086177E1,1.039957718E1,3.592128970E1,4.196619987E0,8.268824768E1,4.000000000E0,4.637818813E0
1.961700126E1,5.323085929E1,1.039963806E1,3.590785739E1,4.140802860E0,8.412707520E1,4.000000000E0,4.453474522E0
2.061190637E1,5.323085095E1,1.039970201E1,3.572406650E1,4.115179062E0,8.459040070E1,4.000000000E0,4.322634697E0
2.162776245E1,5.323084750E1,1.039976475E1,3.454660182E1,4.076665878E0,8.595830536E1,4.000000000E0,4.163576126E0
2.260941872E1,5.323084904E1,1.039982265E1,3.399969200E1,4.028258324E0,8.493344116E1,4.000000000E0,4.051371574E0
2.362318218E1,5.323085857E1,1.039987606E1,3.467421387E1,3.949105501E0,7.073803711E1,6.000000000E0,3.997768164E0
2.461515079E1,5.323087250E1,1.039991692E1,3.484909363E1,3.804978371E0,4.445463943E1,4.000000000E0,3.975523472E0
2.562730079E1,5.323089426E1,1.039994091E1,3.524187835E1,3.644514561E0,7.722904205E0,4.000000000E0,3.948004484E0
2.661929456E1,5.323091520E1,1.039994496E1,3.511230646E1,3.385921955E0,3.557562561E2,4.000000000E0,3.942709446E0
2.762371798E1,5.323092381E1,1.039994927E1,3.538393320E1,2.952618837E0,3.557562561E2,4.000000000E0,3.964001179E0
2.861461456E1,5.323092398E1,1.039995190E1,3.600910711E1,2.568191290E0,3.557562561E2,6.000000000E0,3.869546652E0
2.962118052E1,5.323092603E1,1.039995431E1,3.592129222E1,2.292480469E0,3.557562561E2,6.000000000E0,3.848490238E0
3.062257740E1,5.323092919E1,1.039995379E1,3.622687560E1,2.053669453E0,3.557562561E2,6.000000000E0,3.802382708E0
