"event","experiment time","system time","system time text"
"START",0.000000000E0,1686819908.694,"2023-06-15 11:05:08.694 UTC+02:00"
"PAUSE",6.020483167E1,1686819968.898,"2023-06-15 11:06:08.898 UTC+02:00"
