"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.334815217E0,5.342388140E1,9.981017400E0,2.799478189E1,0.000000000E0,0.000000000E0,5.240000153E1,3.311641693E0
4.991733304E0,5.342415393E1,9.980933136E0,3.897918733E1,8.018712997E0,1.764803162E2,2.400000000E1,1.660412979E1
6.008343919E0,5.342380235E1,9.980668631E0,3.467427744E1,1.028644848E1,1.743977509E2,1.600000000E1,2.458129311E1
7.005519957E0,5.342366872E1,9.980628272E0,2.760074174E1,1.047720146E1,1.767704773E2,1.600000000E1,2.324785233E1
8.004619956E0,5.342354710E1,9.980623540E0,2.945002378E1,1.019990063E1,1.755106049E2,1.600000000E1,2.139368439E1
8.725240802E0,5.342346248E1,9.980648460E0,3.101151652E1,9.643141747E0,1.738373413E2,1.600000000E1,1.862717056E1
9.725732186E0,5.342334800E1,9.980682628E0,3.307719167E1,1.014111805E1,1.730452118E2,1.200000000E1,1.680504990E1
1.074139672E1,5.342323224E1,9.980706170E0,3.504152746E1,9.951120377E0,1.691574249E2,1.200000000E1,1.558175278E1
1.174248157E1,5.342312302E1,9.980731776E0,3.444030907E1,1.069001865E1,1.704282837E2,1.200000000E1,1.452103710E1
1.273306234E1,5.342301567E1,9.980772466E0,3.683790308E1,1.092303467E1,1.702891693E2,1.200000000E1,1.381526756E1
1.375577438E1,5.342290984E1,9.980800103E0,3.593596905E1,1.089738560E1,1.699259491E2,1.200000000E1,1.329238033E1
1.474438134E1,5.342278417E1,9.980827463E0,3.315797564E1,1.171333694E1,1.703202057E2,1.200000000E1,1.253990459E1
1.575928422E1,5.342267200E1,9.980861849E0,3.254893227E1,1.223422813E1,1.705144043E2,1.200000000E1,1.220192146E1
1.677563637E1,5.342255181E1,9.980902910E0,3.058440651E1,1.197871113E1,1.707546234E2,1.200000000E1,1.182195473E1
1.774419637E1,5.342242914E1,9.980930417E0,3.108779780E1,1.190184116E1,1.712268982E2,8.000000000E0,1.121628094E1
1.874927137E1,5.342230592E1,9.980955601E0,3.285630722E1,1.178690434E1,1.723076019E2,8.000000000E0,1.049979782E1
1.976096895E1,5.342219171E1,9.980981008E0,3.399538229E1,1.137033558E1,1.722985077E2,8.000000000E0,9.809513092E0
2.075077956E1,5.342208508E1,9.981002656E0,3.454309495E1,1.079791260E1,1.720375977E2,8.000000000E0,9.268188477E0
2.175038002E1,5.342198852E1,9.981030336E0,3.502554237E1,1.039150429E1,1.716169891E2,8.000000000E0,8.680740356E0
2.276404768E1,5.342189226E1,9.981051578E0,3.596245120E1,1.012735367E1,1.723146362E2,8.000000000E0,8.123661041E0
2.376253721E1,5.342180114E1,9.981066682E0,3.597149563E1,9.702437401E0,1.728992920E2,8.000000000E0,7.656662941E0
2.476424660E1,5.342171344E1,9.981074455E0,3.660242641E1,9.298115730E0,1.741668396E2,8.000000000E0,7.140436649E0
2.575310775E1,5.342162748E1,9.981084758E0,3.712947857E1,8.695744514E0,1.769967499E2,6.000000000E0,6.955558300E0
2.675441317E1,5.342155279E1,9.981084540E0,3.719608591E1,8.405264854E0,1.772651215E2,6.000000000E0,6.614184380E0
2.775617098E1,5.342148558E1,9.981082845E0,3.723104157E1,7.969886303E0,1.782796783E2,6.000000000E0,6.286050320E0
2.875932971E1,5.342142375E1,9.981079514E0,3.734249709E1,7.416735649E0,1.790538177E2,6.000000000E0,6.027871132E0
2.976057298E1,5.342136174E1,9.981076457E0,3.737156558E1,7.113149643E0,1.793155365E2,6.000000000E0,5.803802967E0
3.075503340E1,5.342130065E1,9.981075607E0,3.730907577E1,6.681747913E0,1.798165741E2,6.000000000E0,5.601341248E0
3.175897621E1,5.342124219E1,9.981072609E0,3.729474177E1,6.597592831E0,1.799565735E2,6.000000000E0,5.447001934E0
3.274788182E1,5.342118692E1,9.981068799E0,3.749086486E1,6.172575951E0,1.804986572E2,6.000000000E0,5.243417740E0
3.375718536E1,5.342113577E1,9.981068264E0,3.728300041E1,5.752418518E0,1.803995667E2,4.000000000E0,5.072370529E0
3.475247194E1,5.342109092E1,9.981068900E0,3.701459258E1,5.150008202E0,1.802582855E2,4.000000000E0,4.929703712E0
3.575846348E1,5.342104972E1,9.981068989E0,3.692906180E1,4.771582603E0,1.802194061E2,4.000000000E0,4.800193310E0
3.675897859E1,5.342101432E1,9.981069756E0,3.674993116E1,4.155584335E0,1.801468353E2,4.000000000E0,4.691652775E0
3.776499963E1,5.342098167E1,9.981068582E0,3.688802554E1,3.703875065E0,1.801453857E2,6.000000000E0,4.583096981E0
3.876066647E1,5.342095331E1,9.981068358E0,3.693162687E1,3.095386744E0,1.802431946E2,6.000000000E0,4.758591652E0
3.975871732E1,5.342093012E1,9.981066145E0,3.686779121E1,2.644438505E0,1.805111237E2,6.000000000E0,4.898598194E0
4.074712628E1,5.342091431E1,9.981066308E0,3.700929519E1,2.058842659E0,1.808878937E2,6.000000000E0,5.012724876E0
4.177097416E1,5.342090799E1,9.981065020E0,3.708183005E1,1.123684168E0,1.808002167E2,6.000000000E0,4.880950451E0
4.276336278E1,5.342089982E1,9.981063792E0,3.706468394E1,8.154575825E-1,1.805461731E2,6.000000000E0,5.002798080E0
4.376456901E1,5.342089911E1,9.981061241E0,3.721576183E1,3.253667057E-1,1.801199799E2,6.000000000E0,4.858254433E0
4.475827612E1,5.342089911E1,9.981061241E0,3.714342718E1,0.000000000E0,1.801199799E2,6.000000000E0,4.749855042E0
4.574908108E1,5.342089911E1,9.981061241E0,3.735147225E1,0.000000000E0,1.801199799E2,6.000000000E0,4.668380737E0
4.675777939E1,5.342089911E1,9.981061241E0,3.725938158E1,0.000000000E0,1.801199799E2,6.000000000E0,4.580917835E0
4.776438281E1,5.342089911E1,9.981061241E0,3.747341974E1,0.000000000E0,1.801199799E2,6.000000000E0,4.504719257E0
4.875114327E1,5.342089911E1,9.981061241E0,3.748562528E1,0.000000000E0,1.801199799E2,6.000000000E0,4.438227654E0
4.974986270E1,5.342089911E1,9.981061241E0,3.735239532E1,0.000000000E0,1.801199799E2,6.000000000E0,4.379947662E0
5.074752400E1,5.342089911E1,9.981061241E0,3.710879220E1,0.000000000E0,1.801199799E2,6.000000000E0,4.322347164E0
5.176702781E1,5.342089911E1,9.981061241E0,3.687497343E1,0.000000000E0,1.801199799E2,8.000000000E0,4.276298523E0
5.275771116E1,5.342089911E1,9.981061241E0,3.682089761E1,0.000000000E0,1.801199799E2,8.000000000E0,4.229532242E0
5.374796000E1,5.342089911E1,9.981061241E0,3.661358333E1,0.000000000E0,1.801199799E2,6.000000000E0,4.175622940E0
5.474964692E1,5.342090068E1,9.981028220E0,3.658423055E1,7.253737450E-1,1.802691040E2,6.000000000E0,4.127251625E0
5.574995846E1,5.342089348E1,9.981028263E0,3.652290779E1,1.503035665E0,1.704644928E2,6.000000000E0,4.385489464E0
5.675081511E1,5.342087671E1,9.981033311E0,3.668610444E1,2.815336466E0,1.734942780E2,6.000000000E0,4.583270550E0
5.776069515E1,5.342084815E1,9.981041027E0,3.670149481E1,3.870548248E0,1.738426819E2,8.000000000E0,4.780887127E0
5.875645627E1,5.342080910E1,9.981047525E0,3.635939742E1,4.384807587E0,1.752262726E2,8.000000000E0,4.929440975E0
5.976012284E1,5.342076248E1,9.981051800E0,3.611659486E1,4.848789692E0,1.764140320E2,8.000000000E0,5.067762852E0
6.075443542E1,5.342069119E1,9.981053210E0,3.605856186E1,6.984186649E0,1.792964020E2,8.000000000E0,4.933840752E0
6.176545919E1,5.342061479E1,9.981058643E0,3.622088812E1,7.696640491E0,1.790925446E2,6.000000000E0,4.825668335E0
6.275433657E1,5.342053658E1,9.981063675E0,3.661298428E1,8.187709808E0,1.788191986E2,6.000000000E0,4.683203220E0
