"event","experiment time","system time","system time text"
"START",0.000000000E0,1686772545.959,"2023-06-14 21:55:45.959 UTC+02:00"
"PAUSE",5.524106311E1,1686772601.200,"2023-06-14 21:56:41.200 UTC+02:00"
