"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222188.201,"2023-06-08 13:03:08.201 UTC+02:00"
"PAUSE",3.932443376E1,1686222227.525,"2023-06-08 13:03:47.525 UTC+02:00"
