"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.117029690E-1,5.323716299E1,1.041265387E1,5.437968964E1,0.000000000E0,0.000000000E0,9.404077530E0,1.245849419E1
1.994125885E0,5.323716836E1,1.041254067E1,3.740610054E1,2.099999934E-1,4.229999924E1,7.604292870E0,9.634706497E0
2.993211823E0,5.323717075E1,1.041252434E1,3.342753264E1,0.000000000E0,0.000000000E0,6.559333801E0,8.507289886E0
3.993826145E0,5.323716768E1,1.041250967E1,3.029960289E1,0.000000000E0,0.000000000E0,5.722407818E0,7.292016506E0
4.993471613E0,5.323718030E1,1.041253072E1,2.838469849E1,9.200000167E-1,2.650000000E1,4.668442249E0,5.742017269E0
5.993499478E0,5.323719575E1,1.041252894E1,2.381795009E1,2.099999905E0,4.159999847E1,4.565600872E0,5.125739098E0
6.993569582E0,5.323721151E1,1.041253946E1,2.267148639E1,2.549999952E0,3.170000076E1,4.351313591E0,4.611814022E0
7.993570831E0,5.323723410E1,1.041255379E1,2.114575942E1,3.250000000E0,3.000000000E1,4.183495522E0,4.142201424E0
8.993610102E0,5.323725563E1,1.041256776E1,1.931686932E1,3.430000067E0,2.470000076E1,4.111361027E0,3.878124237E0
9.993633800E0,5.323728710E1,1.041258055E1,1.708235508E1,3.730000019E0,2.550000000E1,3.892341137E0,3.447064638E0
1.099371396E1,5.323731654E1,1.041259961E1,1.573211312E1,3.720000029E0,2.239999962E1,3.790092468E0,2.857827663E0
1.199378713E1,5.323734978E1,1.041261353E1,1.442332142E1,3.769999981E0,1.660000038E1,3.790092468E0,2.634882212E0
1.299319500E1,5.323738801E1,1.041262191E1,1.424906054E1,4.119999886E0,1.280000019E1,3.790092468E0,2.500000000E0
1.399380010E1,5.323742394E1,1.041263266E1,1.503432911E1,3.759999990E0,1.480000019E1,3.790092468E0,2.500000000E0
1.499320916E1,5.323745978E1,1.041264373E1,1.474379177E1,4.119999886E0,1.330000019E1,3.790092468E0,2.500000000E0
1.599377458E1,5.323749838E1,1.041265153E1,1.408051797E1,4.219999790E0,9.500000000E0,3.790092468E0,2.500000000E0
1.699321281E1,5.323753596E1,1.041265864E1,1.384064370E1,4.269999981E0,9.600000381E0,3.790092468E0,2.500000000E0
1.799299822E1,5.323757538E1,1.041266694E1,1.370544716E1,4.300000191E0,1.110000038E1,3.790092468E0,2.500000000E0
1.899348452E1,5.323761372E1,1.041267666E1,1.281963817E1,4.219999790E0,1.200000000E1,3.790092468E0,2.500000000E0
1.999386432E1,5.323765131E1,1.041268777E1,1.329863474E1,4.280000210E0,1.250000000E1,3.790092468E0,2.500000000E0
2.099320947E1,5.323768886E1,1.041269886E1,1.305216738E1,4.239999771E0,1.150000000E1,3.790092468E0,2.500000000E0
2.199375374E1,5.323772806E1,1.041270745E1,1.282889668E1,4.320000172E0,1.060000038E1,3.790092468E0,2.500000000E0
2.299307734E1,5.323776739E1,1.041271853E1,1.282168984E1,4.380000114E0,1.210000038E1,3.790092468E0,2.500000000E0
2.399343958E1,5.323780656E1,1.041272940E1,1.301760783E1,4.420000076E0,1.189999962E1,3.790092468E0,2.500000000E0
2.499386692E1,5.323784679E1,1.041274206E1,1.265499415E1,4.539999962E0,1.169999981E1,3.790092468E0,2.500000000E0
2.599320728E1,5.323788621E1,1.041275347E1,1.259700610E1,4.530000210E0,1.160000038E1,3.790092468E0,2.500000000E0
