"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.374293200E-2,8.620829135E-2,-8.857539296E-2,-7.345648855E-2
1.849840100E-2,6.910407543E-2,-6.902772188E-2,-7.651081681E-2
2.325381800E-2,4.955640435E-2,-5.131264031E-2,-7.712167501E-2
2.800928600E-2,2.512181364E-2,-3.481929377E-2,-7.223475724E-2
3.276470300E-2,-3.588830587E-3,-1.954767294E-2,-6.673697382E-2
3.752017200E-2,-3.352120519E-2,-5.497782957E-3,-5.818486959E-2
4.227558900E-2,-6.528617442E-2,7.941242307E-3,-5.146535859E-2
4.703105700E-2,-9.644027799E-2,1.649334840E-2,-5.268708616E-2
5.178647400E-2,-1.245400533E-1,2.199113183E-2,-6.062832847E-2
5.654194300E-2,-1.508072466E-1,1.893680729E-2,-7.345648855E-2
6.129735900E-2,-1.691331863E-1,7.330377586E-3,-9.239330143E-2
6.605282800E-2,-1.789070219E-1,-2.443459118E-3,-1.156061590E-1
7.080824500E-2,-1.825722158E-1,-1.710421406E-2,-1.339320987E-1
7.556371400E-2,-1.917351782E-1,-2.871064469E-2,-1.406516135E-1
8.031913000E-2,-1.844048053E-1,-1.221729559E-3,-1.565341055E-1
8.507459900E-2,-1.666897237E-1,1.649334840E-2,-1.821904182E-1
8.983001600E-2,-1.471420527E-1,9.773836471E-3,-2.206749022E-1
9.458543200E-2,-1.294269711E-1,-1.404988952E-2,-2.579376400E-1
9.934090100E-2,-1.117118970E-1,-2.504545636E-2,-2.848156989E-1
1.040963700E-1,-8.849903196E-2,-1.893680729E-2,-3.031416535E-1
1.088517860E-1,-7.200568914E-2,-2.076940238E-2,-3.159697950E-1
1.136072030E-1,-6.406444311E-2,-3.909534588E-2,-3.233001828E-1
1.183626720E-1,-6.345357746E-2,-6.597339362E-2,-3.257436454E-1
1.231181410E-1,-6.772962958E-2,-9.285144508E-2,-3.251327872E-1
1.278735570E-1,-7.689260691E-2,-1.227838174E-1,-3.184132576E-1
1.326289740E-1,-8.849903196E-2,-1.576031148E-1,-3.043633699E-1
1.373844430E-1,-9.155336022E-2,-1.832594275E-1,-2.964221239E-1
1.421399110E-1,-8.483384550E-2,-2.119700760E-1,-2.982547283E-1
1.468953280E-1,-6.772962958E-2,-2.406807244E-1,-3.092502952E-1
1.516507970E-1,-3.962985426E-2,-2.626718581E-1,-3.287979662E-1
1.564062140E-1,-5.345066893E-4,-2.822195292E-1,-3.550651670E-1
1.611616820E-1,4.100430012E-2,-3.054323792E-1,-3.843866587E-1
1.659170990E-1,8.254310489E-2,-3.341430426E-1,-4.106538594E-1
1.706725680E-1,1.179732606E-1,-3.622428179E-1,-4.289797843E-1
1.754279840E-1,1.515708268E-1,-3.860665262E-1,-4.411970973E-1
