"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.731639147E-1,5.322936737E1,1.040121110E1,3.556308377E1,0.000000000E0,2.908299353E2,4.848786893E0,4.848786893E0
1.773159146E0,5.322936971E1,1.040121009E1,3.549502435E1,0.000000000E0,2.908299346E2,4.849236021E0,4.849236021E0
2.773154974E0,5.322937057E1,1.040121570E1,3.522793389E1,0.000000000E0,2.908299391E2,4.876986427E0,4.876986427E0
3.773150325E0,5.322937078E1,1.040122406E1,3.528269862E1,0.000000000E0,2.908299459E2,4.913229875E0,4.913229875E0
4.773145437E0,5.322936826E1,1.040123346E1,3.519079657E1,0.000000000E0,2.908299534E2,4.972713196E0,4.972713196E0
5.773141384E0,5.322936430E1,1.040123681E1,3.526198332E1,0.000000000E0,2.908299560E2,5.041583080E0,5.041583080E0
6.773136139E0,5.322936430E1,1.040123681E1,3.526198332E1,0.000000000E0,2.908299560E2,5.019169187E0,5.019169187E0
7.773131728E0,5.322936430E1,1.040123681E1,3.526198332E1,0.000000000E0,2.908299560E2,5.025993470E0,5.025993470E0
8.773127794E0,5.322936430E1,1.040123681E1,3.526198332E1,0.000000000E0,2.908299560E2,5.037889570E0,5.037889570E0
9.773122787E0,5.322936819E1,1.040124813E1,3.542333682E1,0.000000000E0,2.908299652E2,5.092550366E0,5.092550366E0
1.077311909E1,5.322937190E1,1.040123510E1,3.539514568E1,6.637486049E-1,2.837197443E2,5.137828970E0,5.137828970E0
1.177311432E1,5.322937100E1,1.040122539E1,3.529380227E1,6.413182478E-1,2.731044033E2,5.154623791E0,5.154623791E0
1.277310920E1,5.322937474E1,1.040121320E1,3.537747007E1,6.823432158E-1,2.783700314E2,5.164920098E0,5.164920098E0
1.377310538E1,5.322937897E1,1.040119944E1,3.529312346E1,7.231719411E-1,2.801994654E2,5.183265200E0,5.183265200E0
1.477310073E1,5.322937942E1,1.040118085E1,3.547050379E1,1.005513801E0,2.751569261E2,5.180629197E0,5.180629197E0
1.577309632E1,5.322938071E1,1.040116127E1,3.547743969E1,1.202762133E0,2.745223769E2,5.167666214E0,5.167666214E0
1.677309096E1,5.322938278E1,1.040114363E1,3.545863166E1,1.309332524E0,2.732785262E2,5.173716033E0,5.173716033E0
1.777308702E1,5.322938168E1,1.040111984E1,3.565531955E1,1.503672623E0,2.676145969E2,5.162144383E0,5.162144383E0
1.877308285E1,5.322937415E1,1.040109425E1,3.598998880E1,1.620617371E0,2.577182784E2,5.162299101E0,5.162299101E0
1.977307749E1,5.322936819E1,1.040105701E1,3.603298003E1,1.901914270E0,2.559932571E2,5.159613329E0,5.159613329E0
2.077307379E1,5.322936919E1,1.040103155E1,3.570059399E1,1.772925678E0,2.637717365E2,5.165518495E0,5.165518495E0
2.177306843E1,5.322938204E1,1.040099020E1,3.604548025E1,2.325179235E0,2.755323469E2,5.152606544E0,5.152606544E0
