"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653620.071,"2023-06-13 12:53:40.071 UTC+02:00"
"PAUSE",2.763785910E1,1686653647.709,"2023-06-13 12:54:07.709 UTC+02:00"
