"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686653777951425E9,"2023-06-13 12:56:17.951 UTC+02:00"
"PAUSE",2.945740362501238E1,1.686653807408992E9,"2023-06-13 12:56:47.409 UTC+02:00"
