"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.357030787E0,5.323511550E1,1.040776330E1,1.885016854E1,0.000000000E0,0.000000000E0,1.882399940E1,1.442861319E0
4.100498035E0,5.323502734E1,1.040764062E1,2.399483695E1,0.000000000E0,0.000000000E0,4.800000000E1,1.177151031E2
5.121262381E0,5.323496919E1,1.040768195E1,1.436425134E1,0.000000000E0,0.000000000E0,4.000000000E0,7.510513306E0
6.124381034E0,5.323497127E1,1.040767683E1,1.452956648E1,0.000000000E0,0.000000000E0,8.000000000E0,1.990019417E1
7.116093572E0,5.323497290E1,1.040767760E1,1.454114236E1,0.000000000E0,0.000000000E0,2.400000000E1,4.813142776E1
8.122934071E0,5.323497575E1,1.040768410E1,1.540798820E1,0.000000000E0,0.000000000E0,1.600000000E1,3.415011215E1
9.151643455E0,5.323497332E1,1.040771555E1,1.530530341E1,0.000000000E0,0.000000000E0,6.000000000E0,1.387734318E1
1.013478995E1,5.323498800E1,1.040770937E1,1.888699557E1,8.542677760E-1,7.275575256E1,8.000000000E0,1.362062263E1
1.114469422E1,5.323499524E1,1.040772959E1,2.026046229E1,1.154008985E0,8.099458313E1,8.000000000E0,1.124748039E1
1.196093114E1,5.323500078E1,1.040774163E1,2.124177587E1,1.239664435E0,7.464349365E1,8.000000000E0,9.923433304E0
1.298033561E1,5.323500460E1,1.040775352E1,2.152716639E1,1.090243697E0,7.706248474E1,8.000000000E0,9.006530762E0
1.398077722E1,5.323500424E1,1.040776629E1,2.150800664E1,1.064819217E0,7.951852417E1,6.000000000E0,8.209161758E0
1.496630307E1,5.323500590E1,1.040777692E1,2.117314933E1,8.944568038E-1,7.752115631E1,6.000000000E0,7.586488724E0
1.596837468E1,5.323500778E1,1.040778704E1,2.034198651E1,6.012489796E-1,7.806912994E1,6.000000000E0,7.143823624E0
1.696806968E1,5.323501047E1,1.040778534E1,1.963431435E1,5.115478039E-1,8.835734558E1,6.000000000E0,6.769843102E0
1.796970180E1,5.323501244E1,1.040778580E1,1.927784191E1,8.854839802E-1,8.969921112E1,6.000000000E0,6.515379906E0
1.896928383E1,5.323501431E1,1.040779509E1,1.893919216E1,1.150260329E0,8.568527985E1,6.000000000E0,6.258289337E0
1.997736314E1,5.323501649E1,1.040781464E1,1.896994238E1,1.712919116E0,8.114572144E1,6.000000000E0,6.068624496E0
2.097166272E1,5.323501976E1,1.040784097E1,1.864479870E1,2.059893847E0,8.214900208E1,6.000000000E0,5.914773941E0
2.197907645E1,5.323502442E1,1.040787898E1,1.781217744E1,1.932257891E0,6.907755280E1,6.000000000E0,5.745948792E0
2.297385971E1,5.323503326E1,1.040791415E1,1.758590201E1,1.794991374E0,5.179195404E1,6.000000000E0,5.534533978E0
2.396516806E1,5.323504511E1,1.040793772E1,1.822747688E1,1.998212337E0,3.821937180E1,6.000000000E0,5.377910614E0
2.496595056E1,5.323506588E1,1.040795291E1,1.852308728E1,2.478490114E0,3.203917694E1,6.000000000E0,5.186935902E0
2.596353102E1,5.323508757E1,1.040797282E1,1.861294241E1,2.414268494E0,2.575341606E1,4.000000000E0,5.054990292E0
2.697391175E1,5.323510907E1,1.040797680E1,1.861627273E1,2.455374718E0,4.828970909E0,4.000000000E0,4.928217888E0
2.796740013E1,5.323513742E1,1.040795680E1,1.866837446E1,2.624025345E0,3.584545898E2,4.000000000E0,4.734432220E0
2.897381148E1,5.323516620E1,1.040794304E1,1.837603893E1,2.654749870E0,3.514829712E2,4.000000000E0,4.580901146E0
2.996395959E1,5.323519507E1,1.040793419E1,1.789371551E1,2.760906935E0,3.521944580E2,6.000000000E0,4.488369942E0
3.096707429E1,5.323522332E1,1.040792486E1,1.784134466E1,2.835609436E0,3.527390747E2,6.000000000E0,4.378325462E0
3.197909621E1,5.323525102E1,1.040791780E1,1.790860655E1,2.898558617E0,3.532522888E2,4.000000000E0,4.279109955E0
3.296539382E1,5.323528212E1,1.040791493E1,1.809428697E1,3.097364426E0,3.537628479E2,4.000000000E0,4.199266911E0
3.396859751E1,5.323531091E1,1.040790748E1,1.792357154E1,2.811620712E0,3.558795776E2,4.000000000E0,4.131043434E0
3.497703840E1,5.323533750E1,1.040790240E1,1.787987449E1,3.022482872E0,3.559500427E2,4.000000000E0,4.056582451E0
3.598203551E1,5.323536679E1,1.040789788E1,1.788712024E1,3.131649017E0,3.556149597E2,4.000000000E0,3.997756004E0
3.697842455E1,5.323540216E1,1.040789315E1,1.820335688E1,3.267484665E0,3.560156555E2,4.000000000E0,3.923848391E0
3.798070220E1,5.323543309E1,1.040788966E1,1.814669943E1,3.004945993E0,3.562265320E2,4.000000000E0,3.850255251E0
3.897306678E1,5.323546083E1,1.040788606E1,1.816603965E1,3.248774529E0,3.561346130E2,4.000000000E0,3.805076122E0
3.997793920E1,5.323549171E1,1.040788354E1,1.777739101E1,3.334979057E0,3.571362610E2,4.000000000E0,3.737928629E0
4.097986166E1,5.323552641E1,1.040787866E1,1.756580784E1,3.580188990E0,3.569703064E2,4.000000000E0,3.686274290E0
4.198977458E1,5.323556207E1,1.040787764E1,1.745780459E1,3.588540792E0,3.575411072E2,4.000000000E0,3.626231432E0
4.297420285E1,5.323559576E1,1.040788150E1,1.700462148E1,3.602283478E0,6.946012378E-1,4.000000000E0,3.582639456E0
4.397973970E1,5.323562765E1,1.040788324E1,1.697901087E1,3.730249882E0,1.019632459E0,4.000000000E0,3.537729740E0
4.497913255E1,5.323566270E1,1.040788844E1,1.710052798E1,3.662993670E0,3.273648739E0,4.000000000E0,3.512006760E0
4.598465158E1,5.323569729E1,1.040789387E1,1.742436880E1,3.841348886E0,4.464727402E0,4.000000000E0,3.486511469E0
4.697990104E1,5.323573358E1,1.040790118E1,1.736434530E1,3.826241016E0,5.650258064E0,4.000000000E0,3.467835665E0
4.797235385E1,5.323576901E1,1.040790889E1,1.736818319E1,3.663509846E0,4.990386963E0,4.000000000E0,3.468781948E0
4.896315904E1,5.323580372E1,1.040791412E1,1.695206578E1,3.577877045E0,4.732275009E0,4.000000000E0,3.444969893E0
4.998400358E1,5.323583638E1,1.040791869E1,1.716468173E1,3.747489691E0,1.899554133E0,4.000000000E0,3.404423952E0
5.097181739E1,5.323587206E1,1.040792000E1,1.706323463E1,3.804838419E0,1.306730807E-1,4.000000000E0,3.368057728E0
5.196699039E1,5.323590468E1,1.040792186E1,1.718027482E1,3.609513044E0,3.599555359E2,4.000000000E0,3.337578535E0
5.297342523E1,5.323593618E1,1.040792389E1,1.778093752E1,3.473099470E0,3.598131104E2,4.000000000E0,3.311088324E0
5.397296646E1,5.323596673E1,1.040792409E1,1.797752023E1,3.640787840E0,3.595704041E2,4.000000000E0,3.288702726E0
5.496910927E1,5.323600122E1,1.040791854E1,1.805837553E1,3.825605631E0,3.559752502E2,4.000000000E0,3.248152971E0
5.598220046E1,5.323603508E1,1.040791489E1,1.820752793E1,3.722984314E0,3.553126526E2,4.000000000E0,3.225778341E0
5.697631315E1,5.323606818E1,1.040791005E1,1.843058004E1,3.765657902E0,3.550002136E2,4.000000000E0,3.210044622E0
5.798171180E1,5.323610153E1,1.040790835E1,1.853566756E1,3.911838293E0,3.555446472E2,4.000000000E0,3.193679333E0
5.897753507E1,5.323613529E1,1.040790449E1,1.848133281E1,3.863183975E0,3.526589355E2,4.000000000E0,3.198191166E0
5.997219311E1,5.323616995E1,1.040789616E1,1.834808775E1,3.795593262E0,3.517318115E2,4.000000000E0,3.198314190E0
6.097574622E1,5.323620348E1,1.040788579E1,1.726822901E1,3.959046841E0,3.517239990E2,4.000000000E0,3.182411432E0
6.198542011E1,5.323623529E1,1.040787624E1,1.748088223E1,3.664412498E0,3.528131104E2,4.000000000E0,3.169492245E0
6.297803915E1,5.323626836E1,1.040787107E1,1.768232583E1,3.324746370E0,3.581841125E2,4.000000000E0,3.160976648E0
6.397744153E1,5.323630346E1,1.040786861E1,1.820010946E1,3.715276957E0,3.580758057E2,4.000000000E0,3.119509220E0
6.497353334E1,5.323633796E1,1.040786820E1,1.825965334E1,3.592619896E0,3.572723999E2,4.000000000E0,3.100199938E0
6.597165876E1,5.323637274E1,1.040786619E1,1.824680643E1,3.030703783E0,3.541231384E2,4.000000000E0,3.093407393E0
6.696887061E1,5.323640283E1,1.040786153E1,1.820424224E1,3.105414152E0,3.563009644E2,4.000000000E0,3.095654726E0
6.798641264E1,5.323643309E1,1.040785745E1,1.843498902E1,3.409843922E0,3.548698730E2,4.000000000E0,3.104822874E0
6.898029860E1,5.323646621E1,1.040785362E1,1.909135626E1,2.959706545E0,3.546521301E2,4.000000000E0,3.106452703E0
6.996553876E1,5.323649765E1,1.040785131E1,1.863120270E1,2.962280273E0,3.554470520E2,4.000000000E0,3.088635921E0
7.097461187E1,5.323652732E1,1.040784528E1,1.852553644E1,3.135313749E0,3.540953064E2,4.000000000E0,3.068566084E0
7.196698633E1,5.323655505E1,1.040783918E1,1.872453914E1,3.054634333E0,3.540929871E2,4.000000000E0,3.043776751E0
7.297386099E1,5.323658621E1,1.040783418E1,1.886209420E1,2.871629238E0,3.532916565E2,4.000000000E0,3.019141674E0
7.397825991E1,5.323661350E1,1.040782992E1,1.875486730E1,2.970080376E0,3.566535034E2,4.000000000E0,3.008373022E0
7.496659160E1,5.323664815E1,1.040783460E1,1.899458680E1,3.303376198E0,5.050312996E0,4.000000000E0,3.000000000E0
7.597292872E1,5.323668058E1,1.040784239E1,1.974784287E1,3.217051744E0,7.684417725E0,4.000000000E0,3.000000000E0
7.697639914E1,5.323670854E1,1.040784521E1,1.961935251E1,2.951020479E0,4.642099857E0,4.000000000E0,3.000000000E0
7.797556891E1,5.323673568E1,1.040784877E1,1.953880203E1,2.670873880E0,7.333190441E-1,4.000000000E0,3.000000000E0
7.899683856E1,5.323675748E1,1.040785136E1,1.949562140E1,2.102812767E0,3.587699890E2,6.000000000E0,3.000000000E0
7.997706210E1,5.323677341E1,1.040785076E1,1.961236625E1,1.562576175E0,3.548731689E2,6.000000000E0,3.000000000E0
8.096834660E1,5.323678028E1,1.040784985E1,1.961380098E1,7.058982253E-1,3.532970886E2,4.000000000E0,3.000000000E0
8.198042560E1,5.323678028E1,1.040784985E1,1.956891449E1,0.000000000E0,3.532970886E2,4.000000000E0,3.000000000E0
8.297709913E1,5.323678028E1,1.040784985E1,1.952503432E1,0.000000000E0,3.532970886E2,4.000000000E0,3.000000000E0
8.398658090E1,5.323678028E1,1.040784985E1,1.954940187E1,0.000000000E0,3.532970886E2,4.000000000E0,3.000000000E0
8.495741998E1,5.323678028E1,1.040784985E1,1.945144436E1,0.000000000E0,3.532970886E2,4.000000000E0,3.000000000E0
8.598438817E1,5.323678028E1,1.040784985E1,1.952588806E1,0.000000000E0,3.532970886E2,4.000000000E0,3.000000000E0
8.697370140E1,5.323678028E1,1.040784985E1,1.956683440E1,0.000000000E0,3.532970886E2,4.000000000E0,3.000000000E0
