"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220224.503,"2023-06-08 12:30:24.503 UTC+02:00"
"PAUSE",5.319353165E1,1686220277.696,"2023-06-08 12:31:17.696 UTC+02:00"
